cluster_id,id,split,label,uci_row_number,text
E0087,T0650,train,spam,804,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
E0087,T4113,train,spam,5144,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
E0088,T0671,train,ham,828,Hahaha..use your brain dear
E0088,T4252,train,ham,5318,Hahaha..use your brain dear
E0088,T4444,train,ham,5556,Hahaha..use your brain dear
E0089,H0159,heldout,spam,832,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
E0089,H0586,heldout,spam,2960,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
E0090,T0677,train,ham,837,Good Morning my Dear........... Have a great &amp; successful day.
E0090,T2608,train,ham,3244,Good Morning my Dear........... Have a great &amp; successful day.
E0091,T0683,train,spam,845,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
E0091,H0909,heldout,spam,4580,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
E0092,H0169,heldout,spam,877,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
E0092,H0435,heldout,spam,2171,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
E0093,H0170,heldout,spam,879,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
E0093,H0515,heldout,spam,2597,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
E0094,T0721,train,ham,891,Wife.how she knew the time of murder exactly
E0094,T2280,train,ham,2830,Wife.how she knew the time of murder exactly
E0094,T2596,train,ham,3229,Wife.how she knew the time of murder exactly
E0095,T0728,train,ham,898,Hope you are having a good week. Just checking in
E0095,T3646,train,ham,4550,Hope you are having a good week. Just checking in
E0096,T0745,train,ham,919,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
E0096,T2549,train,ham,3169,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
E0097,T0773,train,ham,954,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
E0097,T1704,train,ham,2126,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
E0098,H0183,heldout,ham,958,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
E0098,H0590,heldout,ham,2992,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
E0099,T0779,train,spam,963,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
E0099,T2801,train,spam,3469,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
E0100,H0186,heldout,ham,968,I am not sure about night menu. . . I know only about noon menu
E0100,H0541,heldout,ham,2763,I am not sure about night menu. . . I know only about noon menu
E0101,H0189,heldout,ham,982,If he started searching he will get job in few days.he have great potential and talent.
E0101,H0426,heldout,ham,2136,If he started searching he will get job in few days.he have great potential and talent.
E0102,T0804,train,ham,995,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
E0102,T1862,train,ham,2328,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
E0103,H0196,heldout,spam,1018,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
E0103,H0733,heldout,spam,3764,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
E0103,H0821,heldout,spam,4199,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
E0104,H0198,heldout,ham,1025,May i call You later Pls
E0104,H0360,heldout,ham,1830,May i call You later Pls
E0105,T0840,train,ham,1040,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
E0105,T4042,train,ham,5051,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
E0106,T0847,train,ham,1048,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
E0106,T3151,train,ham,3923,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
E0107,T0850,train,spam,1051,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
E0107,T2189,train,spam,2720,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
E0108,T0856,train,ham,1057,I'm at work. Please call
E0108,T1741,train,ham,2177,I'm at work. Please call
E0108,T4308,train,ham,5389,I'm at work. Please call
E0109,T0859,train,spam,1061,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
E0109,T2458,train,spam,3057,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
E0110,H0204,heldout,ham,1069,Meeting u is my work. . . Tel me when shall i do my work tomorrow
E0110,H0702,heldout,ham,3630,Meeting u is my work. . . Tel me when shall i do my work tomorrow
E0111,T0866,train,spam,1070,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
E0111,T3470,train,spam,4312,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
E0112,T0876,train,ham,1080,Convey my regards to him
E0112,T1093,train,ham,1357,Convey my regards to him
E0112,T3918,train,ham,4896,Convey my regards to him
E0113,T0880,train,ham,1085,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
E0113,T1468,train,ham,1827,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
E0113,T2524,train,ham,3137,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
E0114,T0884,train,spam,1090,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
E0114,T4421,train,spam,5527,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
E0115,T0889,train,ham,1096,Now only i reached home. . . I am very tired now. . I will come tomorro
E0115,T3408,train,ham,4236,Now only i reached home. . . I am very tired now. . I will come tomorro
E0116,T0909,train,ham,1124,Ok.ok ok..then..whats ur todays plan
E0116,T2987,train,ham,3711,Ok.ok ok..then..whats ur todays plan
E0116,T4311,train,ham,5392,Ok.ok ok..then..whats ur todays plan
E0117,H0216,heldout,ham,1125,Good morning princess! How are you?
E0117,H0219,heldout,ham,1134,Good morning princess! How are you?
E0118,T0924,train,spam,1143,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
E0118,T1936,train,spam,2414,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
E0118,T2206,train,spam,2743,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
E0119,T0941,train,ham,1163,K. I will sent it again
E0119,T4391,train,ham,5491,K. I will sent it again
E0119,T4393,train,ham,5493,K. I will sent it again
E0120,H0224,heldout,ham,1168,I am not having her number sir
E0120,H0849,heldout,ham,4326,I am not having her number sir
E0121,H0225,heldout,ham,1170,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
E0121,H0458,heldout,ham,2266,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
E0122,T0948,train,spam,1173,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
E0122,T3947,train,spam,4931,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
E0123,T0970,train,ham,1201,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
E0123,T2381,train,ham,2969,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
E0124,H0232,heldout,ham,1202,Otherwise had part time job na-tuition..
E0124,H0769,heldout,ham,3900,Otherwise had part time job na-tuition..
E0124,H1089,heldout,ham,5428,Otherwise had part time job na-tuition..
E0125,T0974,train,spam,1206,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
E0125,T1846,train,spam,2309,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
E0126,T0981,train,ham,1213,Ok then i will come to ur home after half an hour
E0126,T3301,train,ham,4104,Ok then i will come to ur home after half an hour
E0127,T0986,train,spam,1218,You have 1 new voicemail. Please call 08719181513.
E0127,T2631,train,spam,3273,You have 1 new voicemail. Please call 08719181513.
E0128,T0988,train,ham,1220,K..k..i'm also fine:)when will you complete the course?
E0128,T2060,train,ham,2565,K..k..i'm also fine:)when will you complete the course?
E0129,T0990,train,spam,1222,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
E0129,T1112,train,spam,1381,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
E0130,T1020,train,ham,1261,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
E0130,T4039,train,ham,5047,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
E0131,T1025,train,ham,1266,I will see in half an hour
E0131,T2415,train,ham,3005,I will see in half an hour
E0132,T1032,train,ham,1274,Ok...
E0132,T1065,train,ham,1320,Ok...
E0132,T1146,train,ham,1428,Ok...
E0132,T1192,train,ham,1484,Ok...
E0132,T1364,train,ham,1701,Ok...
E0132,T1858,train,ham,2323,Ok...
E0132,T2017,train,ham,2510,Ok...
E0132,T2137,train,ham,2661,Ok...
E0132,T2539,train,ham,3157,Ok...
E0132,T3892,train,ham,4860,Ok...
E0133,T1037,train,ham,1282,Oh ho. Is this the first time u use these type of words
E0133,T2666,train,ham,3312,Oh ho. Is this the first time u use these type of words
E0133,T3719,train,ham,4639,Oh ho. Is this the first time u use these type of words
E0134,T1038,train,ham,1284,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
E0134,T3329,train,ham,4141,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
E0135,T1041,train,ham,1288,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
E0135,T2807,train,ham,3477,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
E0135,T3496,train,ham,4353,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
E0136,T1076,train,ham,1333,Good Morning plz call me sir
E0136,T1519,train,ham,1895,Good Morning plz call me sir
E0136,T1787,train,ham,2235,Good Morning plz call me sir
E0137,T1089,train,spam,1351,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
E0137,T1693,train,spam,2110,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
E0138,H0266,heldout,spam,1367,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
E0138,H0620,heldout,spam,3168,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
E0139,T1107,train,ham,1374,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
E0139,T1731,train,ham,2164,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
E0139,T1876,train,ham,2345,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
E0140,H0268,heldout,spam,1379,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
E0140,H1010,heldout,spam,5056,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
E0141,T1113,train,ham,1382,i dnt wnt to tlk wid u
E0141,T1992,train,ham,2478,i dnt wnt to tlk wid u
E0142,H0270,heldout,ham,1386,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
E0142,H0881,heldout,ham,4457,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
E0142,H1054,heldout,ham,5267,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
E0143,T1126,train,ham,1401,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
E0143,T1128,train,ham,1404,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
E0144,T1135,train,ham,1413,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
E0144,T3222,train,ham,4005,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
E0145,T1169,train,ham,1455,Stupid.its not possible
E0145,T2965,train,ham,3681,Stupid.its not possible
E0145,T3615,train,ham,4505,Stupid.its not possible
E0146,T1181,train,ham,1471,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
E0146,T1428,train,ham,1780,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
E0146,T2394,train,ham,2983,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
E0146,T3653,train,ham,4557,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
E0147,T1185,train,ham,1476,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
E0147,T3208,train,ham,3988,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
E0148,T1193,train,ham,1485,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
E0148,T2254,train,ham,2800,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
E0149,T1209,train,spam,1503,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
E0149,T2403,train,spam,2993,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
E0150,T1210,train,ham,1504,Don no da:)whats you plan?
E0150,T3766,train,ham,4700,Don no da:)whats you plan?
E0151,T1238,train,spam,1537,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
E0151,T1848,train,spam,2312,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
E0151,T2960,train,spam,3676,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
E0152,T1244,train,ham,1543,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
E0152,T4299,train,ham,5377,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
E0153,T1253,train,ham,1552,He says hi and to get your ass back to south tampa (preferably at a kegger)
E0153,T2309,train,ham,2867,He says hi and to get your ass back to south tampa (preferably at a kegger)
E0154,T1259,train,ham,1559,Wat r u doing?
E0154,T3053,train,ham,3788,Wat r u doing?
E0155,T1260,train,ham,1561,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
E0155,T2863,train,ham,3550,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
E0156,T1263,train,ham,1568,I am late. I will be there at
E0156,T3427,train,ham,4260,I am late. I will be there at
E0156,T4180,train,ham,5219,I am late. I will be there at
E0157,T1267,train,ham,1572,No:-)i got rumour that you going to buy apartment in chennai:-)
E0157,T2815,train,ham,3487,No:-)i got rumour that you going to buy apartment in chennai:-)
E0158,T1279,train,ham,1589,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
E0158,T1434,train,ham,1786,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
E0159,T1286,train,ham,1596,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
E0159,T3637,train,ham,4538,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
E0160,H0311,heldout,spam,1599,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
E0160,H0945,heldout,spam,4760,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
E0161,T1293,train,ham,1606,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
E0161,T3276,train,ham,4077,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
E0162,H0316,heldout,spam,1624,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
E0162,H0804,heldout,spam,4105,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
E0163,T1311,train,ham,1627,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
E0163,T3941,train,ham,4924,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
E0164,T1319,train,spam,1636,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
E0164,H0412,heldout,spam,2071,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
E0165,T1330,train,ham,1652,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
E0165,T2788,train,ham,3456,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
E0166,T1349,train,ham,1680,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
E0166,T3828,train,ham,4777,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
E0167,T1356,train,spam,1689,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
E0167,T2986,train,spam,3710,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
E0168,T1359,train,ham,1695,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
E0168,T3038,train,ham,3771,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
E0169,T1376,train,spam,1715,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
E0169,T2537,train,spam,3154,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
E0170,T1386,train,ham,1729,I went to project centre
E0170,T4409,train,ham,5513,I went to project centre
E0171,H0344,heldout,ham,1730,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
E0171,H0706,heldout,ham,3650,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
E0172,H0346,heldout,ham,1738,I will come tomorrow di
E0172,H0822,heldout,ham,4202,I will come tomorrow di
E0173,T1394,train,spam,1742,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
E0173,T2557,train,spam,3177,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
E0174,T1414,train,ham,1765,Joy's father is John. Then John is the NAME of Joy's father. Mandan
E0174,T2025,train,ham,2520,Joy's father is John. Then John is the NAME of Joy's father. Mandan
E0175,T1415,train,spam,1766,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
E0175,T2892,train,spam,3586,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
E0176,T1422,train,ham,1773,Watching tv now. I got new job :)
E0176,T1507,train,ham,1878,Watching tv now. I got new job :)
E0177,T1427,train,spam,1779,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
E0177,T3796,train,spam,4736,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
E0178,T1432,train,ham,1784,My uncles in Atlanta. Wish you guys a great semester.
E0178,T2516,train,ham,3126,My uncles in Atlanta. Wish you guys a great semester.
E0178,T3783,train,ham,4720,My uncles in Atlanta. Wish you guys a great semester.
E0179,T1436,train,ham,1788,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
E0179,T2305,train,ham,2861,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
E0179,T3523,train,ham,4392,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
E0180,T1437,train,ham,1790,Arun can u transfr me d amt
E0180,T4365,train,ham,5460,Arun can u transfr me d amt
E0181,T1441,train,spam,1794,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
E0181,T3768,train,spam,4702,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
E0182,H0359,heldout,ham,1826,Sent me ur email id soon
E0182,H1061,heldout,ham,5287,Sent me ur email id soon
E0183,T1493,train,ham,1858,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
