cluster_id,cluster_size,member_ids,splits,labels,is_cross_split,has_label_conflict,normalized_text
E0201,2,T1728|T2297,train,ham,False,False,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
E0202,4,T1747|T2818|T3086|T3231,train,ham,False,False,ok.
E0203,2,T1751|T3510,train,ham,False,False,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng
E0204,2,H0439|H0990,heldout,ham,False,False,"a boy was late 2 home. his father: ""power of frndship"""
E0205,3,T1767|T2440|T4143,train,ham,False,False,raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.
E0206,2,H0440|H0815,heldout,spam,False,False,"urgent!! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
E0207,3,H0455|H0834|H0871,heldout,ham,False,False,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.
E0208,2,H0457|H0618,heldout,spam,False,False,not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx
E0209,2,T1821|T3367,train,ham,False,False,"sorry, i'll call later in meeting"
E0210,2,T1843|T2791,train,ham,False,False,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
E0211,2,T1860|T4376,train,ham,False,False,ok lor.
E0212,2,H0468|H0546,heldout,ham,False,False,tell your friends what you plan to do on valentines day @ &lt;url&gt;
E0213,2,T1891|T4162,train,spam,False,False,"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic"
E0214,2,T1894|T3096,train,spam,False,False,"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088"
E0215,2,T1897|T2330,train,ham,False,False,if you r @ home then come down within 5 min
E0216,2,T1898|T4082,train,ham,False,False,"a boy loved a gal. he propsd bt she didnt mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn u run so fast?' d boy replied ""boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8"
E0217,2,T1905|T3027,train,spam,False,False,yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.
E0218,2,H0475|H0949,heldout,ham,False,False,"hi, mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
E0219,3,H0477|H0581|H0701,heldout,ham,False,False,no message..no responce..what happend?
E0220,2,T1913|T2780,train,ham,False,False,"wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. .."
E0221,2,T1919|T2709,train,ham,False,False,i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...
E0222,3,T1932|T2154|T2638,train,ham,False,False,"solve d case : a man was found murdered on &lt;decimal&gt; . &lt;#&gt; afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant."
E0223,2,T1984|T4029,train,ham,False,False,is there coming friday is leave for pongal?do you get any news from your work place.
E0224,3,T2000|T2222|T3322,train,ham,False,False,i dont thnk its a wrong calling between us
E0225,2,T2035|T3977,train,ham,False,False,yup ok...
E0226,2,T2046|T4144,train,ham,False,False,company is very good.environment is terrific and food is really nice:)
E0227,2,H0508|H1033,heldout,spam,False,False,"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p"
E0228,3,T2087|T2096|T4209,train,ham,False,False,"as usual..iam fine, happy &amp; doing well..:)"
E0229,4,T2088|T2161|T3132|T4155,train,ham,False,False,okie
E0230,3,T2106|T2190|T2278,train,ham,False,False,ok lor...
E0231,2,T2140|T2752,train,ham,False,False,he remains a bro amongst bros
E0232,2,T2156|T3170,train,ham,False,False,i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon
E0233,2,T2174|T3063,train,ham,False,False,"feb &lt;#&gt; is ""i love u"" day. send dis to all ur ""valued frnds"" evn me. if 3 comes back u'll gt married d person u luv! if u ignore dis u will lose ur luv 4 evr"
E0234,2,T2180|T3199,train,spam,False,False,great new offer - double mins & double txt on best orange tariffs and get latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs
E0235,3,T2188|T2311|T3563,train,ham,False,False,"house-maid is the murderer, coz the man was murdered on &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?"
E0236,2,T2193|T2974,train,ham,False,False,no i am not having not any movies in my laptop
E0237,2,T2228|T3213,train,ham,False,False,i am on the way to ur home
E0238,2,T2285|T2416,train,spam,False,False,"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099801 b4190604, pobox 7876150ppm"
E0239,2,T2288|T2579,train,ham,False,False,nice.nice.how is it working?
E0240,2,H0551|H0660,heldout,ham,False,False,ok thanx...
E0241,2,H0556|H0977,heldout,ham,False,False,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
E0242,2,T2336|T4224,train,ham,False,False,"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng""."
E0243,2,T2402|T3907,train,spam,False,False,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
E0244,2,T2562|T4274,train,ham,False,False,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
E0245,2,H0624|H0983,heldout,spam,False,False,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min. bt-national-rate"
E0246,3,H0627|H0648|H0883,heldout,ham,False,False,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
E0247,2,T2595|T4103,train,ham,False,False,"rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
E0248,2,T2694|T2816,train,ham,False,False,still i have not checked it da. . .
E0249,2,T2696|T3848,train,ham,False,False,reverse is cheating. that is not mathematics.
E0250,2,T2719|T3679,train,ham,False,False,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
E0251,2,H0664|H0698,heldout,ham,False,False,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav &lt;#&gt; iq. tis s ias question try to answer.
E0252,3,T2769|T3805|T4291,train,spam,False,False,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
E0253,2,T2796|T3026,train,spam,False,False,bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com
E0254,2,T2805|T2893,train,ham,False,False,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
E0255,2,T2821|T3229,train,spam,False,False,"wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text"
E0256,3,T2852|T3006|T3406,train,ham,False,False,i'm at home. please call
E0257,2,T2870|T3014,train,ham,False,False,no da. . vijay going to talk in jaya tv
E0258,2,T2874|T2928,train,ham,False,False,still chance there. if you search hard you will get it..let have a try :)
E0259,2,T2882|T4033,train,spam,False,False,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
E0260,2,T2885|T4086,train,ham,False,False,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
E0261,2,T2897|T3882,train,ham,False,False,i am in escape theatre now. . going to watch kavalan in a few minutes
E0262,2,T2930|T4251,train,spam,False,False,get the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199. optout txt eng stop box39822 w111wx £1.50
E0263,2,H0712|H1039,heldout,ham,False,False,i will reach ur home in &lt;#&gt; minutes
E0264,2,T3011|T3398,train,ham,False,False,"plz note: if anyone calling from a mobile co. &amp; asks u to type # &lt;#&gt; or # &lt;#&gt; . do not do so. disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. itz confirmd by nokia n motorola n has been verified by cnn ibn."
E0265,2,T3022|T3976,train,ham,False,False,"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend"
E0266,2,H0735|H0912,heldout,spam,False,False,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876"
E0267,2,T3055|T3379,train,spam,False,False,"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
E0268,2,T3059|T3121,train,ham,False,False,"short but cute: ""be a good person, but dont try to prove it.."" .gud noon...."
E0269,2,T3078|T3730,train,ham,False,False,"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody."
E0270,2,H0754|H0763,heldout,ham,False,False,can you plz tell me the ans. bslvyl sent via fullonsms.com
E0271,2,T3189|T3880,train,spam,False,False,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386
E0272,2,T3217|T3897,train,spam,False,False,bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
E0273,2,T3248|T4193,train,spam,False,False,you are chosen to receive a £350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
E0274,2,T3433|T3524,train,ham,False,False,the greatest test of courage on earth is to bear defeat without losing heart....gn tc
E0275,2,T3438|T4178,train,spam,False,False,natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468
E0276,2,T3472|T4179,train,ham,False,False,i keep ten rs in my shelf:) buy two egg.
E0277,2,T3480|T3622,train,spam,False,False,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
E0278,2,T3490|T4061,train,ham,False,False,i want to sent &lt;#&gt; mesages today. thats y. sorry if i hurts
E0279,2,T3512|T4168,train,ham,False,False,me fine..absolutly fine
E0280,2,T3515|T4216,train,spam,False,False,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
E0281,2,T3572|T4149,train,ham,False,False,i sent them. do you like?
E0282,2,T3611|T4400,train,spam,False,False,"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
E0283,2,T3654|T3803,train,ham,False,False,i am in hospital da. . i will return home in evening
E0284,2,T3665|T4241,train,ham,False,False,at what time should i come tomorrow
E0285,2,H0922|T4292,heldout|train,spam,True,False,a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611
E0286,2,H0996|H1035,heldout,ham,False,False,oh k. . i will come tomorrow
E0287,2,T4060|T4202,train,ham,False,False,gud ni8 dear..slp well..take care..swt dreams..muah..
E0288,2,H1030|H1038,heldout,spam,False,False,"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
E0289,2,T4118|T4374,train,spam,False,False,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
E0290,2,T4173|T4429,train,ham,False,False,"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop"
