id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T0058,train,exact_duplicate,150,high,Exact duplicate cluster E0013 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0058|T3573; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0074,train,exact_duplicate,151,high,Exact duplicate cluster E0016 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0074|T1011; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0013,heldout,exact_duplicate,152,high,Exact duplicate cluster E0017 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0013|H1042; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0014,heldout,exact_duplicate,153,high,Exact duplicate cluster E0018 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0014|H0918; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0015,heldout,exact_duplicate,154,high,Exact duplicate cluster E0019 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0015|H0171; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0098,train,exact_duplicate,155,high,Exact duplicate cluster E0020 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0098|T0462; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0103,train,exact_duplicate,156,high,Exact duplicate cluster E0022 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0103|T1681; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0115,train,exact_duplicate,157,high,Exact duplicate cluster E0023 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0115|T1357; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0136,train,exact_duplicate,158,high,Exact duplicate cluster E0025 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0136|T0994; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0145,train,exact_duplicate,159,high,Exact duplicate cluster E0026 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0145|T1574; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0166,train,exact_duplicate,160,high,Exact duplicate cluster E0029 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0166|T1893; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0173,train,exact_duplicate,161,high,Exact duplicate cluster E0032 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0173|T1179; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0185,train,exact_duplicate,162,high,Exact duplicate cluster E0033 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0185|T0843; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0038,heldout,exact_duplicate,163,high,Exact duplicate cluster E0034 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0038|H0732; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0201,train,exact_duplicate,164,high,Exact duplicate cluster E0036 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0201|T3494; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0209,train,exact_duplicate,165,high,Exact duplicate cluster E0037 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0209|T0296; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0210,train,exact_duplicate,166,high,Exact duplicate cluster E0038 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0210|T3585; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0212,train,exact_duplicate,167,high,Exact duplicate cluster E0040 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0212|T3312; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0220,train,exact_duplicate,168,high,Exact duplicate cluster E0041 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0220|T4377; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0048,heldout,exact_duplicate,169,high,Exact duplicate cluster E0044 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0048|H0931; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0251,train,exact_duplicate,170,high,Exact duplicate cluster E0046 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0251|T3463; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0289,train,exact_duplicate,171,high,Exact duplicate cluster E0051 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0289|T0437; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0293,train,exact_duplicate,172,high,Exact duplicate cluster E0052 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0293|T2548; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0317,train,exact_duplicate,173,high,Exact duplicate cluster E0053 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0317|T3378; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0071,heldout,exact_duplicate,174,high,Exact duplicate cluster E0054 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0071|H0408; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0338,train,exact_duplicate,175,high,Exact duplicate cluster E0055 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0338|T0922; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0342,train,exact_duplicate,176,high,Exact duplicate cluster E0056 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0342|T2194; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0356,train,exact_duplicate,177,high,Exact duplicate cluster E0059 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0356|T3354; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0364,train,exact_duplicate,178,high,Exact duplicate cluster E0060 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0364|T0812; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0398,train,exact_duplicate,179,high,Exact duplicate cluster E0063 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0398|T2670; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0402,train,exact_duplicate,180,high,Exact duplicate cluster E0064 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0402|T2340; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0413,train,exact_duplicate,181,high,Exact duplicate cluster E0066 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0413|T1703; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0426,train,exact_duplicate,182,high,Exact duplicate cluster E0069 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0426|T1598; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0431,train,exact_duplicate,183,high,Exact duplicate cluster E0070 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0431|T0688; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0109,heldout,exact_duplicate,184,high,Exact duplicate cluster E0074 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0109|H0911; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0489,train,exact_duplicate,185,high,Exact duplicate cluster E0075 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0489|T3143; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0515,train,exact_duplicate,186,high,Exact duplicate cluster E0076 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0515|T3913; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0526,train,exact_duplicate,187,high,Exact duplicate cluster E0078 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0526|T3802; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0541,train,exact_duplicate,188,high,Exact duplicate cluster E0080 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0541|T2061; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0546,train,exact_duplicate,189,high,Exact duplicate cluster E0081 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0546|T0669; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0575,train,exact_duplicate,190,high,Exact duplicate cluster E0082 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0575|T2385; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0579,train,exact_duplicate,191,high,Exact duplicate cluster E0083 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0579|T0968; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0154,heldout,exact_duplicate,192,high,Exact duplicate cluster E0085 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0154|H0872; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0648,train,exact_duplicate,193,high,Exact duplicate cluster E0086 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0648|T2319; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0650,train,exact_duplicate,194,high,Exact duplicate cluster E0087 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0650|T4113; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0159,heldout,exact_duplicate,195,high,Exact duplicate cluster E0089 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0159|H0586; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0677,train,exact_duplicate,196,high,Exact duplicate cluster E0090 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0677|T2608; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0169,heldout,exact_duplicate,197,high,Exact duplicate cluster E0092 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0169|H0435; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0170,heldout,exact_duplicate,198,high,Exact duplicate cluster E0093 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0170|H0515; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0728,train,exact_duplicate,199,high,Exact duplicate cluster E0095 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0728|T3646; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0745,train,exact_duplicate,200,high,Exact duplicate cluster E0096 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0745|T2549; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0773,train,exact_duplicate,201,high,Exact duplicate cluster E0097 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0773|T1704; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0183,heldout,exact_duplicate,202,high,Exact duplicate cluster E0098 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0183|H0590; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0779,train,exact_duplicate,203,high,Exact duplicate cluster E0099 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0779|T2801; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0186,heldout,exact_duplicate,204,high,Exact duplicate cluster E0100 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0186|H0541; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0189,heldout,exact_duplicate,205,high,Exact duplicate cluster E0101 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0189|H0426; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0804,train,exact_duplicate,206,high,Exact duplicate cluster E0102 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0804|T1862; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0198,heldout,exact_duplicate,207,high,Exact duplicate cluster E0104 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0198|H0360; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0840,train,exact_duplicate,208,high,Exact duplicate cluster E0105 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0840|T4042; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0847,train,exact_duplicate,209,high,Exact duplicate cluster E0106 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0847|T3151; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0850,train,exact_duplicate,210,high,Exact duplicate cluster E0107 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0850|T2189; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0859,train,exact_duplicate,211,high,Exact duplicate cluster E0109 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0859|T2458; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0204,heldout,exact_duplicate,212,high,Exact duplicate cluster E0110 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0204|H0702; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0866,train,exact_duplicate,213,high,Exact duplicate cluster E0111 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0866|T3470; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0884,train,exact_duplicate,214,high,Exact duplicate cluster E0114 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0884|T4421; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0889,train,exact_duplicate,215,high,Exact duplicate cluster E0115 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0889|T3408; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0216,heldout,exact_duplicate,216,high,Exact duplicate cluster E0117 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0216|H0219; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0224,heldout,exact_duplicate,217,high,Exact duplicate cluster E0120 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0224|H0849; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0225,heldout,exact_duplicate,218,high,Exact duplicate cluster E0121 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0225|H0458; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0948,train,exact_duplicate,219,high,Exact duplicate cluster E0122 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0948|T3947; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0970,train,exact_duplicate,220,high,Exact duplicate cluster E0123 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0970|T2381; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0974,train,exact_duplicate,221,high,Exact duplicate cluster E0125 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0974|T1846; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0981,train,exact_duplicate,222,high,Exact duplicate cluster E0126 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0981|T3301; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0986,train,exact_duplicate,223,high,Exact duplicate cluster E0127 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0986|T2631; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0988,train,exact_duplicate,224,high,Exact duplicate cluster E0128 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0988|T2060; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0990,train,exact_duplicate,225,high,Exact duplicate cluster E0129 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0990|T1112; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1020,train,exact_duplicate,226,high,Exact duplicate cluster E0130 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1020|T4039; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1025,train,exact_duplicate,227,high,Exact duplicate cluster E0131 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1025|T2415; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1038,train,exact_duplicate,228,high,Exact duplicate cluster E0134 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1038|T3329; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1089,train,exact_duplicate,229,high,Exact duplicate cluster E0137 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1089|T1693; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0266,heldout,exact_duplicate,230,high,Exact duplicate cluster E0138 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0266|H0620; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0268,heldout,exact_duplicate,231,high,Exact duplicate cluster E0140 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0268|H1010; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1113,train,exact_duplicate,232,high,Exact duplicate cluster E0141 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1113|T1992; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1126,train,exact_duplicate,233,high,Exact duplicate cluster E0143 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1126|T1128; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1135,train,exact_duplicate,234,high,Exact duplicate cluster E0144 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1135|T3222; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1185,train,exact_duplicate,235,high,Exact duplicate cluster E0147 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1185|T3208; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1193,train,exact_duplicate,236,high,Exact duplicate cluster E0148 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1193|T2254; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1209,train,exact_duplicate,237,high,Exact duplicate cluster E0149 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1209|T2403; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1210,train,exact_duplicate,238,high,Exact duplicate cluster E0150 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1210|T3766; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1244,train,exact_duplicate,239,high,Exact duplicate cluster E0152 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1244|T4299; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1253,train,exact_duplicate,240,high,Exact duplicate cluster E0153 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1253|T2309; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1259,train,exact_duplicate,241,high,Exact duplicate cluster E0154 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1259|T3053; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1260,train,exact_duplicate,242,high,Exact duplicate cluster E0155 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1260|T2863; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1267,train,exact_duplicate,243,high,Exact duplicate cluster E0157 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1267|T2815; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1279,train,exact_duplicate,244,high,Exact duplicate cluster E0158 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1279|T1434; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1286,train,exact_duplicate,245,high,Exact duplicate cluster E0159 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1286|T3637; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0311,heldout,exact_duplicate,246,high,Exact duplicate cluster E0160 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0311|H0945; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1293,train,exact_duplicate,247,high,Exact duplicate cluster E0161 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1293|T3276; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0316,heldout,exact_duplicate,248,high,Exact duplicate cluster E0162 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0316|H0804; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1311,train,exact_duplicate,249,high,Exact duplicate cluster E0163 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1311|T3941; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1330,train,exact_duplicate,250,high,Exact duplicate cluster E0165 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1330|T2788; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1349,train,exact_duplicate,251,high,Exact duplicate cluster E0166 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1349|T3828; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1356,train,exact_duplicate,252,high,Exact duplicate cluster E0167 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1356|T2986; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1359,train,exact_duplicate,253,high,Exact duplicate cluster E0168 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1359|T3038; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1376,train,exact_duplicate,254,high,Exact duplicate cluster E0169 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1376|T2537; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1386,train,exact_duplicate,255,high,Exact duplicate cluster E0170 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1386|T4409; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0344,heldout,exact_duplicate,256,high,Exact duplicate cluster E0171 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0344|H0706; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0346,heldout,exact_duplicate,257,high,Exact duplicate cluster E0172 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0346|H0822; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1394,train,exact_duplicate,258,high,Exact duplicate cluster E0173 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1394|T2557; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1414,train,exact_duplicate,259,high,Exact duplicate cluster E0174 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1414|T2025; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1415,train,exact_duplicate,260,high,Exact duplicate cluster E0175 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1415|T2892; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1422,train,exact_duplicate,261,high,Exact duplicate cluster E0176 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T1422|T1507; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
