pair_id,reason_code,id_a,id_b,split_a,split_b,label_a,label_b,uci_row_number_a,uci_row_number_b,word_cosine,char_cosine,max_cosine,primary_matcher,cross_split,label_conflict,above_protocol_threshold,text_a,text_b,source_script,method_version,review_decision,review_category,reviewer,review_notes,recommended_action,confidence,review_version
N0030,high_token_overlap_review_needed,T0201,H0373,train,heldout,spam,spam,241,1881,0.9209533428520356,0.8562009574472264,0.9209533428520356,word,True,False,True,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0248,high_token_overlap_review_needed,H0373,T3494,heldout,train,spam,spam,1881,4349,0.9209533428520356,0.8562009574472264,0.9209533428520356,word,True,False,True,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0249,high_token_overlap_review_needed,H0373,T3676,heldout,train,spam,spam,1881,4587,0.9209533428520356,0.6824814833981727,0.9209533428520356,word,True,False,True,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0174,very_high_similarity_template_review_needed,T1056,T4093,train,train,spam,spam,1309,5118,1.0000000000000016,0.9904207707819084,1.0000000000000016,word,False,False,True,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0082,very_high_similarity_template_review_needed,T0388,T3131,train,train,spam,spam,472,3896,1.000000000000001,0.9724697047076516,1.000000000000001,word,False,False,True,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0297,very_high_similarity_template_review_needed,T1847,T3265,train,train,spam,spam,2310,4061,1.000000000000001,0.9855763121361818,1.000000000000001,word,False,False,True,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0414,very_high_similarity_template_review_needed,T3193,T4050,train,train,spam,spam,3973,5061,1.0000000000000009,1.0,1.0000000000000009,word,False,False,True,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0065,very_high_similarity_template_review_needed,T0279,T1948,train,train,spam,spam,336,2428,1.0000000000000009,0.9839594461237434,1.0000000000000009,word,False,False,True,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0110,threshold_candidate_review_needed,T0621,T2569,train,train,spam,spam,767,3193,1.0000000000000009,0.9540221533244964,1.0000000000000009,word,False,False,True,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0227,very_high_similarity_template_review_needed,T1332,T2237,train,train,spam,spam,1654,2780,1.0000000000000009,0.9784959207666292,1.0000000000000009,word,False,False,True,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0077,very_high_similarity_template_review_needed,T0350,T2338,train,train,spam,spam,425,2911,1.0000000000000002,0.9831222700483796,1.0000000000000002,word,False,False,True,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0173,generic_short_text_review_needed,T1034,T3194,train,train,ham,ham,1277,3974,1.0000000000000002,0.5450701816901666,1.0000000000000002,word,False,False,True,Wot u up 2 u weirdo?,WOT U UP 2 J?,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0175,very_high_similarity_template_review_needed,T1064,T3102,train,train,spam,spam,1319,3861,1.0000000000000002,0.9999999999999978,1.0000000000000002,word,False,False,True,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!","Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0270,same_words_possible_entity_or_number_change,T1654,T2114,train,train,spam,spam,2065,2633,1.0000000000000002,0.8692954780308427,1.0000000000000002,word,False,False,True,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0272,same_words_possible_entity_or_number_change,T1695,T2978,train,train,spam,spam,2114,3699,1.0000000000000002,0.8883841271543806,1.0000000000000002,word,False,False,True,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0306,generic_short_text_review_needed,T1860,T2106,train,train,ham,ham,2326,2624,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0307,generic_short_text_review_needed,T1860,T2190,train,train,ham,ham,2326,2722,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0308,generic_short_text_review_needed,T1860,T2278,train,train,ham,ham,2326,2828,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0330,generic_short_text_review_needed,T2106,T4376,train,train,ham,ham,2624,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0342,generic_short_text_review_needed,T2190,T4376,train,train,ham,ham,2722,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0349,generic_short_text_review_needed,T2278,T4376,train,train,ham,ham,2828,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0397,generic_short_text_review_needed,T2899,T3595,train,train,ham,ham,3594,4480,1.0000000000000002,0.7901811062445107,1.0000000000000002,word,False,False,True,I anything lor...,I anything lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0007,same_words_possible_entity_or_number_change,T0065,T1123,train,train,ham,ham,77,1397,1.0,0.928907852925706,1.0,word,False,False,True,Thats cool. i am a gentleman and will treat you with dignity and respect.,Thats cool! I am a gentleman and will treat you with dignity and respect.,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,embedded_or_transcript_variant,Codex-assisted manual review,One message substantially embeds the other or repeats the same specific conversation content with surrounding context.,treat_as_near_duplicate_leakage_candidate,medium,near-duplicate-review-v1.3-manual-ledger
N0014,generic_short_text_review_needed,T0112,T4277,train,train,ham,ham,132,5352,1.0,0.6736692990338703,1.0,word,False,False,True,I'm home.,I'm home...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0034,generic_short_text_review_needed,T0220,T2016,train,train,ham,ham,262,2509,1.0,0.3018375347925854,1.0,word,False,False,True,Yup,Yup...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0040,generic_short_text_review_needed,T0238,T2088,train,train,ham,ham,285,2603,1.0,0.4613143597353702,1.0,word,False,False,True,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0041,generic_short_text_review_needed,T0238,T2161,train,train,ham,ham,285,2689,1.0,0.4613143597353702,1.0,word,False,False,True,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0042,generic_short_text_review_needed,T0238,T3132,train,train,ham,ham,285,3902,1.0,0.4613143597353702,1.0,word,False,False,True,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0043,generic_short_text_review_needed,T0238,T4155,train,train,ham,ham,285,5191,1.0,0.4613143597353702,1.0,word,False,False,True,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0044,generic_short_text_review_needed,T0241,T1032,train,train,ham,ham,288,1274,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0045,generic_short_text_review_needed,T0241,T1065,train,train,ham,ham,288,1320,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0047,generic_short_text_review_needed,T0241,T1146,train,train,ham,ham,288,1428,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0048,generic_short_text_review_needed,T0241,T1192,train,train,ham,ham,288,1484,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0049,generic_short_text_review_needed,T0241,T1364,train,train,ham,ham,288,1701,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0050,generic_short_text_review_needed,T0241,T1545,train,train,ham,ham,288,1926,1.0,0.1213303942190971,1.0,word,False,False,True,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0051,generic_short_text_review_needed,T0241,T1747,train,train,ham,ham,288,2183,1.0,0.3219982268013788,1.0,word,False,False,True,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0052,generic_short_text_review_needed,T0241,T1858,train,train,ham,ham,288,2323,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0053,generic_short_text_review_needed,T0241,T2017,train,train,ham,ham,288,2510,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0054,generic_short_text_review_needed,T0241,T2137,train,train,ham,ham,288,2661,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0055,generic_short_text_review_needed,T0241,T2453,train,train,ham,ham,288,3052,1.0,0.1213303942190971,1.0,word,False,False,True,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0056,generic_short_text_review_needed,T0241,T2539,train,train,ham,ham,288,3157,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0057,generic_short_text_review_needed,T0241,T2818,train,train,ham,ham,288,3493,1.0,0.3219982268013788,1.0,word,False,False,True,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0058,generic_short_text_review_needed,T0241,T3086,train,train,ham,ham,288,3834,1.0,0.3219982268013788,1.0,word,False,False,True,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0059,generic_short_text_review_needed,T0241,T3231,train,train,ham,ham,288,4015,1.0,0.3219982268013788,1.0,word,False,False,True,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0060,generic_short_text_review_needed,T0241,T3609,train,train,ham,ham,288,4499,1.0,0.1213303942190971,1.0,word,False,False,True,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0061,generic_short_text_review_needed,T0241,T3892,train,train,ham,ham,288,4860,1.0,0.5938314191116902,1.0,word,False,False,True,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0062,generic_short_text_review_needed,T0241,T4284,train,train,ham,ham,288,5360,1.0,0.1213303942190971,1.0,word,False,False,True,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high,near-duplicate-review-v1.3-manual-ledger
N0083,very_high_similarity_template_review_needed,T0419,T2124,train,train,spam,spam,516,2643,1.0,0.9763109728703642,1.0,word,False,False,True,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
