pair_id,id_a,id_b,split_a,split_b,label_a,label_b,uci_row_number_a,uci_row_number_b,word_cosine,char_cosine,max_cosine,primary_matcher,cross_split,label_conflict,above_protocol_threshold,reason_code_suggestion,text_a,text_b,source_script,method_version
N0422,H0805,T4223,heldout,train,spam,spam,4113,5281,0.8527895600207034,0.9269514714249442,0.9269514714249442,char,True,False,True,threshold_candidate_review_needed,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0114,T0650,H0196,train,heldout,spam,spam,804,1018,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0115,T0650,H0733,train,heldout,spam,spam,804,3764,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0116,T0650,H0821,train,heldout,spam,spam,804,4199,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0147,H0196,T4113,heldout,train,spam,spam,1018,5144,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0405,H0733,T4113,heldout,train,spam,spam,3764,5144,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0427,H0821,T4113,heldout,train,spam,spam,4199,5144,0.8345198806522724,0.925431904802045,0.925431904802045,char,True,False,True,high_token_overlap_review_needed,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0261,T1558,H0440,train,heldout,spam,spam,1943,2210,0.8580915647424027,0.9232009124035072,0.9232009124035072,char,True,False,True,high_token_overlap_review_needed,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0262,T1558,H0815,train,heldout,spam,spam,1943,4155,0.8580915647424027,0.9232009124035072,0.9232009124035072,char,True,False,True,high_token_overlap_review_needed,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0285,H0440,T3462,heldout,train,spam,spam,2210,4300,0.8580915647424027,0.9232009124035072,0.9232009124035072,char,True,False,True,high_token_overlap_review_needed,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0423,H0815,T3462,heldout,train,spam,spam,4155,4300,0.8580915647424027,0.9232009124035072,0.9232009124035072,char,True,False,True,high_token_overlap_review_needed,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0023,H0031,T0488,heldout,train,ham,ham,197,598,0.6793876955545235,0.9227336540787052,0.9227336540787052,char,True,False,True,generic_short_text_review_needed,Gud mrng dear hav a nice day,Gud mrng dear have a nice day,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0091,T0488,H0152,train,heldout,ham,ham,598,791,0.6793876955545235,0.9227336540787052,0.9227336540787052,char,True,False,True,generic_short_text_review_needed,Gud mrng dear have a nice day,Gud mrng dear hav a nice day,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0092,T0488,H0727,train,heldout,ham,ham,598,3734,0.6793876955545235,0.9227336540787052,0.9227336540787052,char,True,False,True,generic_short_text_review_needed,Gud mrng dear have a nice day,Gud mrng dear hav a nice day,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0099,T0558,H0470,train,heldout,spam,spam,691,2355,0.9227226254852662,0.7372684570771584,0.9227226254852662,word,True,False,True,threshold_candidate_review_needed,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0230,H0329,T2871,heldout,train,spam,spam,1674,3561,0.9223251733201121,0.7719817690205594,0.9223251733201121,word,True,False,True,threshold_candidate_review_needed,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0184,H0266,T1209,heldout,train,spam,spam,1367,1503,0.9222468765339177,0.8787692233598282,0.9222468765339177,word,True,False,True,high_token_overlap_review_needed,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0185,H0266,T2403,heldout,train,spam,spam,1367,2993,0.9222468765339177,0.8787692233598282,0.9222468765339177,word,True,False,True,high_token_overlap_review_needed,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0211,T1209,H0620,train,heldout,spam,spam,1503,3168,0.9222468765339177,0.8787692233598282,0.9222468765339177,word,True,False,True,high_token_overlap_review_needed,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0356,T2403,H0620,train,heldout,spam,spam,2993,3168,0.9222468765339177,0.8787692233598282,0.9222468765339177,word,True,False,True,high_token_overlap_review_needed,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0018,T0140,H0973,train,heldout,spam,spam,165,4878,0.9217824646544376,0.7092141069309832,0.9217824646544376,word,True,False,True,threshold_candidate_review_needed,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0030,T0201,H0373,train,heldout,spam,spam,241,1881,0.9209533428520356,0.8562009574472264,0.9209533428520356,word,True,False,True,high_token_overlap_review_needed,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0248,H0373,T3494,heldout,train,spam,spam,1881,4349,0.9209533428520356,0.8562009574472264,0.9209533428520356,word,True,False,True,high_token_overlap_review_needed,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0249,H0373,T3676,heldout,train,spam,spam,1881,4587,0.9209533428520356,0.6824814833981727,0.9209533428520356,word,True,False,True,high_token_overlap_review_needed,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0174,T1056,T4093,train,train,spam,spam,1309,5118,1.0000000000000016,0.9904207707819084,1.0000000000000016,word,False,False,True,very_high_similarity_template_review_needed,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0082,T0388,T3131,train,train,spam,spam,472,3896,1.000000000000001,0.9724697047076516,1.000000000000001,word,False,False,True,very_high_similarity_template_review_needed,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0297,T1847,T3265,train,train,spam,spam,2310,4061,1.000000000000001,0.9855763121361818,1.000000000000001,word,False,False,True,very_high_similarity_template_review_needed,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0414,T3193,T4050,train,train,spam,spam,3973,5061,1.0000000000000009,1.0,1.0000000000000009,word,False,False,True,very_high_similarity_template_review_needed,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0065,T0279,T1948,train,train,spam,spam,336,2428,1.0000000000000007,0.9839594461237434,1.0000000000000007,word,False,False,True,very_high_similarity_template_review_needed,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0110,T0621,T2569,train,train,spam,spam,767,3193,1.0000000000000007,0.9540221533244965,1.0000000000000007,word,False,False,True,threshold_candidate_review_needed,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0227,T1332,T2237,train,train,spam,spam,1654,2780,1.0000000000000007,0.9784959207666292,1.0000000000000007,word,False,False,True,very_high_similarity_template_review_needed,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0069,H0070,H0615,heldout,heldout,ham,ham,388,3143,1.0000000000000002,0.9232021604174245,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Customer place i will call you.,Customer place i will call you,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0077,T0350,T2338,train,train,spam,spam,425,2911,1.0000000000000002,0.9831222700483797,1.0000000000000002,word,False,False,True,very_high_similarity_template_review_needed,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0173,T1034,T3194,train,train,ham,ham,1277,3974,1.0000000000000002,0.5450701816901666,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Wot u up 2 u weirdo?,WOT U UP 2 J?,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0175,T1064,T3102,train,train,spam,spam,1319,3861,1.0000000000000002,0.9999999999999978,1.0000000000000002,word,False,False,True,very_high_similarity_template_review_needed,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!","Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0270,T1654,T2114,train,train,spam,spam,2065,2633,1.0000000000000002,0.8692954780308427,1.0000000000000002,word,False,False,True,same_words_possible_entity_or_number_change,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0272,T1695,T2978,train,train,spam,spam,2114,3699,1.0000000000000002,0.8883841271543806,1.0000000000000002,word,False,False,True,same_words_possible_entity_or_number_change,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0306,T1860,T2106,train,train,ham,ham,2326,2624,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0307,T1860,T2190,train,train,ham,ham,2326,2722,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0308,T1860,T2278,train,train,ham,ham,2326,2828,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor.,Ok lor...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0330,T2106,T4376,train,train,ham,ham,2624,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0342,T2190,T4376,train,train,ham,ham,2722,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0349,T2278,T4376,train,train,ham,ham,2828,5472,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,Ok lor...,Ok lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0397,T2899,T3595,train,train,ham,ham,3594,4480,1.0000000000000002,0.7901811062445107,1.0000000000000002,word,False,False,True,generic_short_text_review_needed,I anything lor...,I anything lor.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0007,T0065,T1123,train,train,ham,ham,77,1397,1.0,0.928907852925706,1.0,word,False,False,True,same_words_possible_entity_or_number_change,Thats cool. i am a gentleman and will treat you with dignity and respect.,Thats cool! I am a gentleman and will treat you with dignity and respect.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0014,T0112,T4277,train,train,ham,ham,132,5352,1.0,0.6736692990338703,1.0,word,False,False,True,generic_short_text_review_needed,I'm home.,I'm home...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0034,T0220,T2016,train,train,ham,ham,262,2509,1.0,0.3018375347925854,1.0,word,False,False,True,generic_short_text_review_needed,Yup,Yup...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0040,T0238,T2088,train,train,ham,ham,285,2603,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0041,T0238,T2161,train,train,ham,ham,285,2689,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0042,T0238,T3132,train,train,ham,ham,285,3902,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0043,T0238,T4155,train,train,ham,ham,285,5191,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0044,T0241,T1032,train,train,ham,ham,288,1274,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0045,T0241,T1065,train,train,ham,ham,288,1320,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0047,T0241,T1146,train,train,ham,ham,288,1428,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0048,T0241,T1192,train,train,ham,ham,288,1484,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0049,T0241,T1364,train,train,ham,ham,288,1701,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0050,T0241,T1545,train,train,ham,ham,288,1926,1.0,0.12133039421909711,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0051,T0241,T1747,train,train,ham,ham,288,2183,1.0,0.3219982268013788,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0052,T0241,T1858,train,train,ham,ham,288,2323,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0053,T0241,T2017,train,train,ham,ham,288,2510,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0054,T0241,T2137,train,train,ham,ham,288,2661,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0055,T0241,T2453,train,train,ham,ham,288,3052,1.0,0.12133039421909711,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0056,T0241,T2539,train,train,ham,ham,288,3157,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0057,T0241,T2818,train,train,ham,ham,288,3493,1.0,0.3219982268013788,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0058,T0241,T3086,train,train,ham,ham,288,3834,1.0,0.3219982268013788,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0059,T0241,T3231,train,train,ham,ham,288,4015,1.0,0.3219982268013788,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0060,T0241,T3609,train,train,ham,ham,288,4499,1.0,0.12133039421909711,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0061,T0241,T3892,train,train,ham,ham,288,4860,1.0,0.5938314191116902,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0062,T0241,T4284,train,train,ham,ham,288,5360,1.0,0.12133039421909711,1.0,word,False,False,True,generic_short_text_review_needed,Ok..,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0083,T0419,T2124,train,train,spam,spam,516,2643,1.0,0.9763109728703642,1.0,word,False,False,True,very_high_similarity_template_review_needed,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0117,T0651,T1578,train,train,spam,spam,805,1971,1.0,0.9877170920830486,1.0,word,False,False,True,very_high_similarity_template_review_needed,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0163,T1013,T2733,train,train,spam,spam,1253,3392,1.0,0.9174772449664774,1.0,word,False,False,True,same_words_possible_entity_or_number_change,Please CALL 08712402779 immediately as there is an urgent message waiting for you,Please CALL 08712402972 immediately as there is an urgent message waiting for you,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0164,T1013,T3460,train,train,spam,spam,1253,4298,1.0,0.9182296681047647,1.0,word,False,False,True,same_words_possible_entity_or_number_change,Please CALL 08712402779 immediately as there is an urgent message waiting for you,Please CALL 08712402578 immediately as there is an urgent message waiting for you,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0165,T1032,T1545,train,train,ham,ham,1274,1926,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0166,T1032,T1747,train,train,ham,ham,1274,2183,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0167,T1032,T2453,train,train,ham,ham,1274,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0168,T1032,T2818,train,train,ham,ham,1274,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0169,T1032,T3086,train,train,ham,ham,1274,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0170,T1032,T3231,train,train,ham,ham,1274,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0171,T1032,T3609,train,train,ham,ham,1274,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0172,T1032,T4284,train,train,ham,ham,1274,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0176,T1065,T1545,train,train,ham,ham,1320,1926,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0177,T1065,T1747,train,train,ham,ham,1320,2183,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0178,T1065,T2453,train,train,ham,ham,1320,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
