pair_key,id_a,id_b,pair_id,review_decision,review_category,reviewer,review_notes,recommended_action,confidence
T0241|T1545,T0241,T1545,N0050,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T1747,T0241,T1747,N0051,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T1858,T0241,T1858,N0052,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T2017,T0241,T2017,N0053,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T2137,T0241,T2137,N0054,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T2453,T0241,T2453,N0055,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T2539,T0241,T2539,N0056,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T2818,T0241,T2818,N0057,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T3086,T0241,T3086,N0058,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T3231,T0241,T3231,N0059,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T3609,T0241,T3609,N0060,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T3892,T0241,T3892,N0061,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0241|T4284,T0241,T4284,N0062,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T0266|T4090,T0266,T4090,N0063,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0277|T4166,T0277,T4166,N0064,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0279|T1948,T0279,T1948,N0065,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0346|T2281,T0346,T2281,N0072,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0348|T1398,T0348,T1398,N0073,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0350|T2338,T0350,T2338,N0077,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0350|T4223,T0350,T4223,N0079,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0383|T1991,T0383,T1991,N0081,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium
T0388|T3131,T0388,T3131,N0082,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0419|T2124,T0419,T2124,N0083,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0419|T3923,T0419,T3923,N0084,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0429|T3764,T0429,T3764,N0085,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0514|T1536,T0514,T1536,N0095,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0530|T3287,T0530,T3287,N0097,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0558|T1013,T0558,T1013,N0098,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0558|T2733,T0558,T2733,N0100,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0558|T3460,T0558,T3460,N0101,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0581|T1337,T0581,T1337,N0104,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0583|T4014,T0583,T4014,N0107,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0598|T2881,T0598,T2881,N0108,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0607|T2073,T0607,T2073,N0109,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0621|T2569,T0621,T2569,N0110,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0621|T2964,T0621,T2964,N0111,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0651|T1578,T0651,T1578,N0117,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0658|T1144,T0658,T1144,N0118,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0667|T3611,T0667,T3611,N0119,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0667|T4400,T0667,T4400,N0120,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0668|T2921,T0668,T2921,N0121,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0668|T4059,T0668,T4059,N0122,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0675|T1022,T0675,T1022,N0123,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium
T0682|T3735,T0682,T3735,N0128,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium
T0711|T3676,T0711,T3676,N0137,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0717|T0890,T0717,T0890,N0138,rejected_false_positive,semantic_change,Codex-assisted manual review,"Texts are lexically similar but the manual review found a material meaning change, so this is not duplicate evidence.",exclude_from_duplicate_evidence,high
T0739|T3320,T0739,T3320,N0139,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0767|T2332,T0767,T2332,N0140,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0767|T2598,T0767,T2598,N0141,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0773|T1612,T0773,T1612,N0142,accepted,same_forwarded_or_template_ham,Codex-assisted manual review,"Same substantive forwarded/template-style ham message with only punctuation, spacing, or minor wording changes.",treat_as_near_duplicate_leakage_candidate,medium
T0773|T2747,T0773,T2747,N0143,accepted,same_forwarded_or_template_ham,Codex-assisted manual review,"Same substantive forwarded/template-style ham message with only punctuation, spacing, or minor wording changes.",treat_as_near_duplicate_leakage_candidate,medium
T0827|T1571,T0827,T1571,N0148,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0833|T3377,T0833,T3377,N0149,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium
T0869|T2159,T0869,T2159,N0151,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T0885|T4223,T0885,T4223,N0157,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1013|T2733,T1013,T2733,N0163,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1013|T3460,T1013,T3460,N0164,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1032|T1545,T1032,T1545,N0165,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T1747,T1032,T1747,N0166,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T2453,T1032,T2453,N0167,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T2818,T1032,T2818,N0168,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T3086,T1032,T3086,N0169,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T3231,T1032,T3231,N0170,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T3609,T1032,T3609,N0171,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1032|T4284,T1032,T4284,N0172,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1034|T3194,T1034,T3194,N0173,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1056|T4093,T1056,T4093,N0174,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1064|T3102,T1064,T3102,N0175,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1065|T1545,T1065,T1545,N0176,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T1747,T1065,T1747,N0177,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T2453,T1065,T2453,N0178,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T2818,T1065,T2818,N0179,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T3086,T1065,T3086,N0180,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T3231,T1065,T3231,N0181,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T3609,T1065,T3609,N0182,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1065|T4284,T1065,T4284,N0183,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1109|T3873,T1109,T3873,N0186,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1131|T3445,T1131,T3445,N0187,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1146|T1545,T1146,T1545,N0190,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T1747,T1146,T1747,N0191,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T2453,T1146,T2453,N0192,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T2818,T1146,T2818,N0193,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T3086,T1146,T3086,N0194,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T3231,T1146,T3231,N0195,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T3609,T1146,T3609,N0196,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1146|T4284,T1146,T4284,N0197,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1161|T1549,T1161,T1549,N0198,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1192|T1545,T1192,T1545,N0201,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T1747,T1192,T1747,N0202,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T2453,T1192,T2453,N0203,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T2818,T1192,T2818,N0204,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T3086,T1192,T3086,N0205,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T3231,T1192,T3231,N0206,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T3609,T1192,T3609,N0207,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1192|T4284,T1192,T4284,N0208,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1193|T1751,T1193,T1751,N0209,accepted,same_forwarded_or_template_ham,Codex-assisted manual review,"Same substantive forwarded/template-style ham message with only punctuation, spacing, or minor wording changes.",treat_as_near_duplicate_leakage_candidate,medium
T1193|T3510,T1193,T3510,N0210,accepted,same_forwarded_or_template_ham,Codex-assisted manual review,"Same substantive forwarded/template-style ham message with only punctuation, spacing, or minor wording changes.",treat_as_near_duplicate_leakage_candidate,medium
T1209|T3305,T1209,T3305,N0212,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1238|T1417,T1238,T1417,N0215,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1259|T2990,T1259,T2990,N0216,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1308|T4282,T1308,T4282,N0223,accepted,embedded_or_transcript_variant,Codex-assisted manual review,One message substantially embeds the other or repeats the same specific conversation content with surrounding context.,treat_as_near_duplicate_leakage_candidate,medium
T1332|T2237,T1332,T2237,N0227,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high
T1349|T2561,T1349,T2561,N0231,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium
T1364|T1545,T1364,T1545,N0232,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1364|T1747,T1364,T1747,N0233,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1364|T2453,T1364,T2453,N0234,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
T1364|T2818,T1364,T2818,N0235,rejected_false_positive,generic_short_text,Codex-assisted manual review,"Manual review found only a generic short conversational phrase or acknowledgement. Exact duplicates of such phrases remain objective string duplicates, but non-exact variants need a specific source/template/content anchor to count as near-duplicate evidence.",exclude_from_duplicate_evidence,high
