cluster_id,member_order,id,split,uci_row_number,label,text,normalized_text,source_script,method_version
E0066,2,T1703,train,2125,spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0067,1,T0415,train,511,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0067,2,T0634,train,782,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0067,3,T1000,train,1237,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0067,4,T4196,train,5239,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0068,1,T0416,train,513,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha..i'm soryda..realy..frm heart i'm sory,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0068,2,T1774,train,2217,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha..i'm soryda..realy..frm heart i'm sory,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0068,3,T4187,train,5229,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha..i'm soryda..realy..frm heart i'm sory,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0069,1,T0426,train,523,ham,Shall i come to get pickle,shall i come to get pickle,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0069,2,T1598,train,1997,ham,Shall i come to get pickle,shall i come to get pickle,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0070,1,T0431,train,528,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X","today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0070,2,T0688,train,851,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X","today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0071,1,T0436,train,533,ham,What Today-sunday..sunday is holiday..so no work..,what today-sunday..sunday is holiday..so no work..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0071,2,T2488,train,3091,ham,What Today-sunday..sunday is holiday..so no work..,what today-sunday..sunday is holiday..so no work..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0071,3,T4381,train,5480,ham,What Today-sunday..sunday is holiday..so no work..,what today-sunday..sunday is holiday..so no work..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0072,1,T0442,train,540,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0072,2,T1012,train,1252,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0072,3,T3858,train,4816,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0073,1,T0483,train,591,ham,"I'm in a meeting, call me later at","i'm in a meeting, call me later at",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0073,2,T2734,train,3393,ham,"I'm in a meeting, call me later at","i'm in a meeting, call me later at",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0073,3,T3715,train,4634,ham,"I'm in a meeting, call me later at","i'm in a meeting, call me later at",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0074,1,H0109,heldout,592,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0074,2,H0911,heldout,4585,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0075,1,T0489,train,599,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,you have an important customer service announcement. call freephone 0800 542 0825 now!,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0075,2,T3143,train,3914,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,you have an important customer service announcement. call freephone 0800 542 0825 now!,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0076,1,T0515,train,631,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0076,2,T3913,train,4889,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0077,1,H0117,heldout,641,ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before. its answer,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0077,2,H0395,heldout,1975,ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before. its answer,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0077,3,H0749,heldout,3835,ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before. its answer,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0078,1,T0526,train,645,ham,Ya very nice. . .be ready on thursday,ya very nice. . .be ready on thursday,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0078,2,T3802,train,4744,ham,Ya very nice. . .be ready on thursday,ya very nice. . .be ready on thursday,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0079,1,T0528,train,647,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0079,2,T0780,train,964,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0079,3,T3900,train,4870,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0080,1,T0541,train,662,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '","under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0080,2,T2061,train,2566,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '","under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0081,1,T0546,train,670,ham,Have a good evening! Ttyl,have a good evening! ttyl,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0081,2,T0669,train,826,ham,Have a good evening! Ttyl,have a good evening! ttyl,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0082,1,T0575,train,712,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:""if it is made by my students,this wont even start........ datz confidence..",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0082,2,T2385,train,2973,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:""if it is made by my students,this wont even start........ datz confidence..",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0083,1,T0579,train,716,ham,He also knows about lunch menu only da. . I know,he also knows about lunch menu only da. . i know,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0083,2,T0968,train,1199,ham,He also knows about lunch menu only da. . I know,he also knows about lunch menu only da. . i know,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0084,1,T0620,train,766,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","wishing you and your family merry ""x"" mas and happy new year in advance..",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0084,2,T1334,train,1656,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","wishing you and your family merry ""x"" mas and happy new year in advance..",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0084,3,T2443,train,3041,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","wishing you and your family merry ""x"" mas and happy new year in advance..",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0085,1,H0154,heldout,800,ham,Ok i msg u b4 i leave my house.,ok i msg u b4 i leave my house.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0085,2,H0872,heldout,4422,ham,Ok i msg u b4 i leave my house.,ok i msg u b4 i leave my house.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0086,1,T0648,train,802,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16","last chance! claim ur £150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. £3.00 sub. 16",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0086,2,T2319,train,2882,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16","last chance! claim ur £150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. £3.00 sub. 16",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0087,1,T0650,train,804,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0087,2,T4113,train,5144,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0088,1,T0671,train,828,ham,Hahaha..use your brain dear,hahaha..use your brain dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0088,2,T4252,train,5318,ham,Hahaha..use your brain dear,hahaha..use your brain dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0088,3,T4444,train,5556,ham,Hahaha..use your brain dear,hahaha..use your brain dear,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0089,1,H0159,heldout,832,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0089,2,H0586,heldout,2960,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0090,1,T0677,train,837,ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear........... have a great &amp; successful day.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0090,2,T2608,train,3244,ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear........... have a great &amp; successful day.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0091,1,T0683,train,845,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ","urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0091,2,H0909,heldout,4580,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0092,1,H0169,heldout,877,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0092,2,H0435,heldout,2171,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0093,1,H0170,heldout,879,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0093,2,H0515,heldout,2597,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0094,1,T0721,train,891,ham,Wife.how she knew the time of murder exactly,wife.how she knew the time of murder exactly,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0094,2,T2280,train,2830,ham,Wife.how she knew the time of murder exactly,wife.how she knew the time of murder exactly,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0094,3,T2596,train,3229,ham,Wife.how she knew the time of murder exactly,wife.how she knew the time of murder exactly,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0095,1,T0728,train,898,ham,Hope you are having a good week. Just checking in,hope you are having a good week. just checking in,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0095,2,T3646,train,4550,ham,Hope you are having a good week. Just checking in,hope you are having a good week. just checking in,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0096,1,T0745,train,919,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0096,2,T2549,train,3169,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0097,1,T0773,train,954,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0097,2,T1704,train,2126,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0098,1,H0183,heldout,958,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0098,2,H0590,heldout,2992,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0099,1,T0779,train,963,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0099,2,T2801,train,3469,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0100,1,H0186,heldout,968,ham,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu. . . i know only about noon menu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0100,2,H0541,heldout,2763,ham,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu. . . i know only about noon menu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0101,1,H0189,heldout,982,ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few days.he have great potential and talent.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0101,2,H0426,heldout,2136,ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few days.he have great potential and talent.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0102,1,T0804,train,995,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0102,2,T1862,train,2328,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0103,1,H0196,heldout,1018,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0103,2,H0733,heldout,3764,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0103,3,H0821,heldout,4199,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0104,1,H0198,heldout,1025,ham,May i call You later Pls,may i call you later pls,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0104,2,H0360,heldout,1830,ham,May i call You later Pls,may i call you later pls,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0105,1,T0840,train,1040,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0105,2,T4042,train,5051,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0106,1,T0847,train,1048,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0106,2,T3151,train,3923,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0107,1,T0850,train,1051,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0107,2,T2189,train,2720,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0108,1,T0856,train,1057,ham,I'm at work. Please call,i'm at work. please call,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0108,2,T1741,train,2177,ham,I'm at work. Please call,i'm at work. please call,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0108,3,T4308,train,5389,ham,I'm at work. Please call,i'm at work. please call,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0109,1,T0859,train,1061,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0109,2,T2458,train,3057,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0110,1,H0204,heldout,1069,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u is my work. . . tel me when shall i do my work tomorrow,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0110,2,H0702,heldout,3630,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meeting u is my work. . . tel me when shall i do my work tomorrow,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0111,1,T0866,train,1070,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0111,2,T3470,train,4312,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0112,1,T0876,train,1080,ham,Convey my regards to him,convey my regards to him,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0112,2,T1093,train,1357,ham,Convey my regards to him,convey my regards to him,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0112,3,T3918,train,4896,ham,Convey my regards to him,convey my regards to him,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0113,1,T0880,train,1085,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,scripts/audit_duplicates.py,duplicate-audit-v1.0
