id,split,uci_row_number,text,label
H0306,heldout,1576,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham
H0307,heldout,1577,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham
H0308,heldout,1578,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham
H0309,heldout,1581,"Why is that, princess? I bet the brothas are all chasing you!",ham
H0310,heldout,1588,There are no other charges after transfer charges and you can withdraw anyhow you like,ham
H0311,heldout,1599,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
H0312,heldout,1603,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham
H0313,heldout,1605,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,ham
H0314,heldout,1608,Ok no prob... I'll come after lunch then...,ham
H0315,heldout,1614,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
H0316,heldout,1624,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
H0317,heldout,1630,Yes princess! I want to make you happy...,ham
H0318,heldout,1641,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
H0319,heldout,1646,India have to take lead:),ham
H0320,heldout,1648,Thts wat Wright Brother did to fly..,ham
H0321,heldout,1649,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham
H0322,heldout,1651,ITS A LAPTOP TAKE IT WITH YOU.,ham
H0323,heldout,1658,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham
H0324,heldout,1661,"Yeah, where's your class at?",ham
H0325,heldout,1662,No just send to you. Bec you in temple na.,ham
H0326,heldout,1663,"You aren't coming home between class, right? I need to work out and shower!",ham
H0327,heldout,1666,Ü v ma fan...,ham
H0328,heldout,1670,"Yes..but they said its IT.,",ham
H0329,heldout,1674,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam
H0330,heldout,1675,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam
H0331,heldout,1679,Lol where do u come up with these ideas?,ham
H0332,heldout,1681,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
H0333,heldout,1684,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham
H0334,heldout,1690,Nan sonathaya soladha. Why boss?,ham
H0335,heldout,1691,Bring tat cd don forget,ham
H0336,heldout,1694,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham
H0337,heldout,1696,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,ham
H0338,heldout,1710,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham
H0339,heldout,1713,I got your back! Do you have any dislikes in bed?,ham
H0340,heldout,1716,Yeah I don't see why not,ham
H0341,heldout,1717,Asking do u knw them or nt? May be ur frnds or classmates?,ham
H0342,heldout,1719,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam
H0343,heldout,1721,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham
H0344,heldout,1730,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
H0345,heldout,1736,"I think we're going to finn's now, come",ham
H0346,heldout,1738,I will come tomorrow di,ham
H0347,heldout,1739,I cant pick the phone right now. Pls send a message,ham
H0348,heldout,1740,K go and sleep well. Take rest:-).,ham
H0349,heldout,1753,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham
H0350,heldout,1758,Lmao ok I wont be needing u to do my hair anymore.,ham
H0351,heldout,1762,Nt yet chikku..simple habba..hw abt u?,ham
H0352,heldout,1776,"Its ok chikku, and its my 1 of favourite song..:-)",ham
H0353,heldout,1789,Yes:)sura in sun tv.:)lol.,ham
H0354,heldout,1795,You bad girl. I can still remember them,ham
H0355,heldout,1802,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham
H0356,heldout,1811,"Aight, I'll ask a few of my roommates",ham
H0357,heldout,1822,I'll probably be by tomorrow (or even later tonight if something's going on),ham
H0358,heldout,1824,If you're thinking of lifting me one then no.,ham
H0359,heldout,1826,Sent me ur email id soon,ham
H0360,heldout,1830,May i call You later Pls,ham
H0361,heldout,1835,When should I come over?,ham
H0362,heldout,1836,I have a rather prominent bite mark on my right cheek,ham
H0363,heldout,1847,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham
H0364,heldout,1852,Then cant get da laptop? My matric card wif ü lei... ,ham
H0365,heldout,1854,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",spam
H0366,heldout,1860,"Sir, i am waiting for your call.",ham
H0367,heldout,1862,"It could work, we'll reach a consensus at the next meeting",ham
H0368,heldout,1866,You call him now ok i said call him,ham
H0369,heldout,1868,Or ü go buy wif him then i meet ü later can?,ham
H0370,heldout,1871,Mom wants to know where you at,ham
H0371,heldout,1875,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam
H0372,heldout,1879,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,ham
H0373,heldout,1881,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam
H0374,heldout,1882,Just seeing your missed call my dear brother. Do have a gr8 day.,ham
H0375,heldout,1885,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham
H0376,heldout,1890,No. On the way home. So if not for the long dry spell the season would have been over,ham
H0377,heldout,1896,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam
H0378,heldout,1905,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
H0379,heldout,1910,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,ham
H0380,heldout,1913,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham
H0381,heldout,1918,Fffff. Can you text kadeem or are you too far gone,ham
H0382,heldout,1929,Omg it could snow here tonite!,ham
H0383,heldout,1933,What pa tell me.. I went to bath:-),ham
H0384,heldout,1938,"My planning usually stops at ""find hella weed, smoke hella weed""",ham
H0385,heldout,1942,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham
H0386,heldout,1949,The battery is for mr adewale my uncle. Aka Egbon,ham
H0387,heldout,1950,I cant pick the phone right now. Pls send a message,ham
H0388,heldout,1951,Wait 2 min..stand at bus stop,ham
H0389,heldout,1953,Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham
H0390,heldout,1955,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham
H0391,heldout,1959,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham
H0392,heldout,1967,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,ham
H0393,heldout,1970,2 laptop... I noe infra but too slow lar... I wan fast one,ham
H0394,heldout,1974,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham
H0395,heldout,1975,I had askd u a question some hours before. Its answer,ham
H0396,heldout,1981,Shhhhh nobody is supposed to know!,ham
H0397,heldout,1983,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",ham
H0398,heldout,1987,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,ham
H0399,heldout,1988,S..antha num corrct dane,ham
H0400,heldout,1999,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV""",ham
H0401,heldout,2011,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",ham
H0402,heldout,2013,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",ham
H0403,heldout,2015,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam
H0404,heldout,2021,From tomorrow onwards eve 6 to 3 work.,ham
H0405,heldout,2030,Kallis is ready for bat in 2nd innings,ham
H0406,heldout,2038,You can jot down things you want to remember later.,ham
H0407,heldout,2044,"Me not waking up until 4 in the afternoon, sup",ham
H0408,heldout,2045,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
H0409,heldout,2052,Hi where you. You in home or calicut?,ham
H0410,heldout,2054,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam
H0411,heldout,2056,Y so late but i need to go n get da laptop...,ham
H0412,heldout,2071,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam
H0413,heldout,2079,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham
H0414,heldout,2084,I'm done oredi...,ham
H0415,heldout,2086,How are you. Wish you a great semester,ham
H0416,heldout,2098,I'm done...,ham
H0417,heldout,2105,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham
H0418,heldout,2112,Do we have any spare power supplies,ham
H0419,heldout,2113,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham
H0420,heldout,2117,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham
H0421,heldout,2118,"It's that time of the week again, ryan",ham
H0422,heldout,2120,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
H0423,heldout,2129,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
H0424,heldout,2131,Mine here like all fr china then so noisy.,ham
H0425,heldout,2134,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam
H0426,heldout,2136,If he started searching he will get job in few days.he have great potential and talent.,ham
H0427,heldout,2137,"Carlos took a while (again), we leave in a minute",ham
H0428,heldout,2141,But i juz remembered i gotta bathe my dog today..,ham
H0429,heldout,2142,After the drug she will be able to eat.,ham
H0430,heldout,2151,Waaaat?? Lololo ok next time then!,ham
H0431,heldout,2154,Hi kindly give us back our documents which we submitted for loan from STAPATI,ham
H0432,heldout,2160,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham
H0433,heldout,2162,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham
H0434,heldout,2169,Yes.he have good crickiting mind,ham
H0435,heldout,2171,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
H0436,heldout,2172,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",ham
H0437,heldout,2194,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham
H0438,heldout,2198,"Not much, just some textin'. How bout you?",ham
H0439,heldout,2203,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
H0440,heldout,2210,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
H0441,heldout,2211,"Hmm well, night night ",ham
H0442,heldout,2214,"This is one of the days you have a billion classes, right?",ham
H0443,heldout,2215,"Goodmorning, today i am late for 2hrs. Because of back pain.",ham
H0444,heldout,2218,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham
H0445,heldout,2221,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam
H0446,heldout,2229,Oh k.k..where did you take test?,ham
H0447,heldout,2230,Those were my exact intentions,ham
H0448,heldout,2232,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
H0449,heldout,2237,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",ham
H0450,heldout,2244,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham
H0451,heldout,2251,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",spam
H0452,heldout,2253,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
H0453,heldout,2257,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",ham
H0454,heldout,2259,Here got lots of hair dresser fr china.,ham
H0455,heldout,2260,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
H0456,heldout,2263,Did you show him and wot did he say or could u not c him 4 dust?,ham
H0457,heldout,2265,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
H0458,heldout,2266,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
H0459,heldout,2267,I cant pick the phone right now. Pls send a message,ham
H0460,heldout,2278,Love you aathi..love u lot..,ham
H0461,heldout,2290,Dont you have message offer,ham
H0462,heldout,2295,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham
H0463,heldout,2300,Dont pick up d call when something important is There to tell. Hrishi,ham
H0464,heldout,2311,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham
H0465,heldout,2321,In which place do you want da.,ham
H0466,heldout,2325,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
H0467,heldout,2329,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam
H0468,heldout,2339,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
H0469,heldout,2344,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
H0470,heldout,2355,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam
H0471,heldout,2362,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham
H0472,heldout,2367,Ok try to do week end course in coimbatore.,ham
H0473,heldout,2368,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
H0474,heldout,2378,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
H0475,heldout,2380,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
H0476,heldout,2387,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
H0477,heldout,2388,No message..no responce..what happend?,ham
H0478,heldout,2412,Ok... Thanx... Gd nite 2 ü too...,ham
H0479,heldout,2425,Lmao but its so fun...,ham
H0480,heldout,2426,Oh k k:)but he is not a big hitter.anyway good,ham
H0481,heldout,2437,Oh ya ya. I remember da. .,ham
H0482,heldout,2445,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
H0483,heldout,2447,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
H0484,heldout,2452,K..give back my thanks.,ham
H0485,heldout,2467,S.i think he is waste for rr..,ham
H0486,heldout,2473,"sry can't talk on phone, with parents",ham
H0487,heldout,2483,K.:)do it at evening da:)urgent:),ham
H0488,heldout,2485,Mm have some kanji dont eat anything heavy ok,ham
H0489,heldout,2496,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",ham
H0490,heldout,2497,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
H0491,heldout,2498,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham
H0492,heldout,2504,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
H0493,heldout,2507,Congrats kano..whr s the treat maga?,ham
H0494,heldout,2511,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
H0495,heldout,2515,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam
H0496,heldout,2524,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,ham
H0497,heldout,2528,Do u noe how 2 send files between 2 computers?,ham
H0498,heldout,2529,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham
H0499,heldout,2530,jay says he'll put in  &lt;#&gt;,ham
H0500,heldout,2535,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham
H0501,heldout,2539,That's y we haf to combine n c how lor...,ham
H0502,heldout,2541,Hmmm:)how many players selected?,ham
H0503,heldout,2551,Yup but not studying surfing lor. I'm in e lazy mode today.,ham
H0504,heldout,2553,I'm done. C ü there.,ham
H0505,heldout,2562,Are you still getting the goods.,ham
H0506,heldout,2568,You in your room? I need a few,ham
H0507,heldout,2569,I dont want to hear anything,ham
H0508,heldout,2575,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
H0509,heldout,2576,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
H0510,heldout,2590,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham
H0511,heldout,2592,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham
H0512,heldout,2593,Still work going on:)it is very small house.,ham
H0513,heldout,2594,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",ham
H0514,heldout,2595,Tmr timin still da same wat cos i got lesson until 6...,ham
H0515,heldout,2597,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
H0516,heldout,2610,Hello madam how are you ?,ham
H0517,heldout,2617,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham
H0518,heldout,2619,I cant pick the phone right now. Pls send a message,ham
H0519,heldout,2631,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
H0520,heldout,2653,"Text me when you get off, don't call, my phones having problems",ham
H0521,heldout,2654,No need for the drug anymore.,ham
H0522,heldout,2656,Its sarcasm.. .nt scarcasim,ham
H0523,heldout,2658,Feel like trying kadeem again? :V,ham
H0524,heldout,2659,Dai  &lt;#&gt;  naal eruku.,ham
H0525,heldout,2662,Want to finally have lunch today?,ham
H0526,heldout,2665,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam
H0527,heldout,2674,Super msg da:)nalla timing.,ham
H0528,heldout,2679,Where in abj are you serving. Are you staying with dad or alone.,ham
H0529,heldout,2704,"Omw back to tampa from west palm, you hear what happened?",ham
H0530,heldout,2715,Nope i'm not drivin... I neva develop da photos lei...,ham
H0531,heldout,2719,Okie.. Thanx..,ham
H0532,heldout,2721,Go where n buy? Juz buy when we get there lar.,ham
H0533,heldout,2724,It's justbeen overa week since we broke up and already our brains are going to mush!,ham
H0534,heldout,2725,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham
H0535,heldout,2727,No. But we'll do medical missions to nigeria,ham
H0536,heldout,2736,Can you do a mag meeting this avo at some point?,ham
H0537,heldout,2739,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
H0538,heldout,2747,R ü going 4 today's meeting?,ham
H0539,heldout,2759,Yo we are watching a movie on netflix,ham
H0540,heldout,2761,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
H0541,heldout,2763,I am not sure about night menu. . . I know only about noon menu,ham
H0542,heldout,2764,ARR birthday today:) i wish him to get more oscar.,ham
H0543,heldout,2774,Still in customer place,ham
H0544,heldout,2783,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
H0545,heldout,2786,"K, wat s tht incident?",ham
H0546,heldout,2798,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
H0547,heldout,2808,Can a not?,ham
H0548,heldout,2809,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam
H0549,heldout,2818,Genius what's up. How your brother. Pls send his number to my skype.,ham
H0550,heldout,2824,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
H0551,heldout,2843,Ok thanx...,ham
H0552,heldout,2846,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham
H0553,heldout,2848,Wat time u finish ur lect today?,ham
H0554,heldout,2852,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham
H0555,heldout,2857,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham
H0556,heldout,2858,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
H0557,heldout,2862,I want to be there so i can kiss you and feel you next to me,ham
H0558,heldout,2865,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ham
H0559,heldout,2868,Smith waste da.i wanna gayle.,ham
H0560,heldout,2869,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
H0561,heldout,2872,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam
H0562,heldout,2876,Crucify is c not s. You should have told me earlier.,ham
H0563,heldout,2880,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
H0564,heldout,2885,Anything lor is she coming?,ham
H0565,heldout,2886,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
H0566,heldout,2887,Ü still attending da talks?,ham
H0567,heldout,2893,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham
H0568,heldout,2895,K I'll be sure to get up before noon and see what's what,ham
H0569,heldout,2896,K...k...yesterday i was in cbe .,ham
H0570,heldout,2897,Went to ganesh dress shop,ham
H0571,heldout,2902,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham
H0572,heldout,2907,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham
H0573,heldout,2910,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,ham
H0574,heldout,2917,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham
H0575,heldout,2922,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham
H0576,heldout,2926,Thts god's gift for birds as humans hav some natural gift frm god..,ham
H0577,heldout,2928,Im done. Just studyn in library,ham
H0578,heldout,2940,Hey i've booked the pilates and yoga lesson already... Haha,ham
H0579,heldout,2941,Are you ok. What happen to behave like this,ham
H0580,heldout,2944,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",ham
H0581,heldout,2945,No message..no responce..what happend?,ham
H0582,heldout,2953,Hey now am free you can call me.,ham
H0583,heldout,2956,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham
H0584,heldout,2958,Yes there were many sweets,ham
H0585,heldout,2959,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham
H0586,heldout,2960,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
H0587,heldout,2961,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,ham
H0588,heldout,2963,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham
H0589,heldout,2981,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
H0590,heldout,2992,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
H0591,heldout,3020,I didn't get the second half of that message,ham
