id,split,uci_row_number,text,label
T1139,train,1417,Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
H0279,heldout,1418,No..few hours before.went to hair cut .,ham
T1140,train,1419,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham
T1141,train,1420,Lmao. Take a pic and send it to me.,ham
H0280,heldout,1421,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",ham
T1142,train,1422,No. She's currently in scotland for that.,ham
T1143,train,1423,Do you work all this week ?,ham
T1144,train,1424,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
H0281,heldout,1425,Lol great now im getting hungry.,ham
T1145,train,1426,Yes.. now only saw your message..,ham
H0282,heldout,1427,I'll be at mu in like  &lt;#&gt;  seconds,ham
T1146,train,1428,Ok...,ham
T1147,train,1429,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham
T1148,train,1430,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
T1149,train,1431,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
H0283,heldout,1432,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham
T1150,train,1433,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham
T1151,train,1434,Thanks for ve lovely wisheds. You rock,ham
T1152,train,1435,You intrepid duo you! Have a great time and see you both soon. ,ham
T1153,train,1436,I asked sen to come chennai and search for job.,ham
T1154,train,1437,Dad went out oredi... ,ham
T1155,train,1438,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham
T1156,train,1439,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,ham
T1157,train,1440,"Arms fine, how's Cardiff and uni? ",ham
T1158,train,1441,In fact when do you leave? I think addie goes back to school tues or wed,ham
H0284,heldout,1442,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",ham
T1159,train,1443,Ya:)going for restaurant..,ham
T1160,train,1444,"Its ok., i just askd did u knw tht no?",ham
T1161,train,1445,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
T1162,train,1446,Those ducking chinchillas,ham
H0285,heldout,1447,I am in a marriage function,ham
T1163,train,1448,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,ham
H0286,heldout,1449,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham
T1164,train,1450,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam
T1165,train,1451,say thanks2. ,ham
T1166,train,1452,Msg me when rajini comes.,ham
T1167,train,1453,Ya! when are ü taking ure practical lessons? I start in june..  ,ham
T1168,train,1454,"That's good, because I need drugs",ham
T1169,train,1455,Stupid.its not possible,ham
T1170,train,1456,Can ü all decide faster cos my sis going home liao..,ham
T1171,train,1457,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
T1172,train,1458,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham
H0287,heldout,1459,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
T1173,train,1460,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
T1174,train,1461,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
T1175,train,1462,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",ham
T1176,train,1463,Kinda. First one gets in at twelve! Aah. Speak tomo,ham
H0288,heldout,1464,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam
T1177,train,1465,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ham
T1178,train,1466,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,ham
H0289,heldout,1467,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam
T1179,train,1468,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
H0290,heldout,1469,I wont touch you with out your permission.,ham
T1180,train,1470,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
T1181,train,1471,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
H0291,heldout,1472,Take some small dose tablet for fever,ham
T1182,train,1473,Oh. U must have taken your REAL Valentine out shopping first.,ham
T1183,train,1474,"Just sent you an email – to an address with incomm in it, is that right?",ham
T1184,train,1475,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",ham
T1185,train,1476,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
T1186,train,1477,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham
T1187,train,1478,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham
T1188,train,1479,Why you keeping me away like this,ham
T1189,train,1480,I think its far more than that but find out. Check google maps for a place from your dorm.,ham
H0292,heldout,1481,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
T1190,train,1482,Have you always been saying welp?,ham
T1191,train,1483,"I'm a guy, browsin is compulsory",ham
T1192,train,1484,Ok...,ham
T1193,train,1485,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
T1194,train,1486,"Sorry, I'll call later",ham
T1195,train,1487,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham
H0293,heldout,1488,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham
T1196,train,1489,I told your number to gautham..,ham
T1197,train,1490,Tell them no need to investigate about me anywhere.,ham
H0294,heldout,1491,Ok i juz receive..,ham
T1198,train,1492,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",ham
T1199,train,1493,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
T1200,train,1494,In the end she might still vomit but its okay. Not everything will come out.,ham
T1201,train,1495,How are you with moneY...as in to you...money aint a thing....how are you sha!,ham
T1202,train,1496,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham
T1203,train,1497,Hey gals.. Anyone of u going down to e driving centre tmr?,ham
T1204,train,1498,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham
T1205,train,1499,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham
T1206,train,1500,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
T1207,train,1501,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
T1208,train,1502,Host-based IDPS for linux systems.,ham
T1209,train,1503,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
T1210,train,1504,Don no da:)whats you plan?,ham
T1211,train,1505,Ill be there on  &lt;#&gt;  ok.,ham
H0295,heldout,1506,Oh my God. I'm almost home,ham
T1212,train,1507,Total video converter free download type this in google search:),ham
T1213,train,1508,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam
T1214,train,1509,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
T1215,train,1510,Sounds like something that someone testing me would sayy,ham
T1216,train,1511,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham
T1217,train,1512,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham
T1218,train,1513,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham
T1219,train,1514,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham
T1220,train,1515,Hows the champ just leaving glasgow!,ham
T1221,train,1516,K:)all the best:)congrats...,ham
T1222,train,1517,I wonder if you'll get this text?,ham
T1223,train,1518,I need to come home and give you some good lovin...,ham
T1224,train,1519,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
T1225,train,1520,Shall i ask one thing if you dont mistake me.,ham
T1226,train,1521,Check wid corect speling i.e. Sarcasm,ham
H0296,heldout,1522,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
T1227,train,1523,Are you angry with me. What happen dear,ham
T1228,train,1524,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham
T1229,train,1525,Yup ok thanx...,ham
T1230,train,1526,Hi:)cts employee how are you?,ham
T1231,train,1527,Pls pls find out from aunt nike.,ham
T1232,train,1528,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham
T1233,train,1529,No screaming means shouting..,ham
T1234,train,1530,Hey what happen de. Are you alright.,ham
H0297,heldout,1531,Should I have picked up a receipt or something earlier,ham
H0298,heldout,1532,I think chennai well settled?,ham
T1235,train,1533,Oh dang! I didn't mean o send that to you! Lol!,ham
T1236,train,1534,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham
H0299,heldout,1535,Horrible bf... I now v hungry...,ham
T1237,train,1536,Remember on that day..,ham
T1238,train,1537,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
T1239,train,1538,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham
T1240,train,1539,All sounds good. Fingers . Makes it difficult to type,ham
T1241,train,1540,Midnight at the earliest,ham
T1242,train,1541,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham
T1243,train,1542,K come to nordstrom when you're done,ham
T1244,train,1543,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
T1245,train,1544,Now press conference da:),ham
T1246,train,1545,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam
T1247,train,1546,After completed degree. There is no use in joining finance.,ham
T1248,train,1547,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham
T1249,train,1548,Shant disturb u anymore... Jia you...,ham
T1250,train,1549,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham
T1251,train,1550,"Me, i dont know again oh",ham
T1252,train,1551,Dude sux for snake. He got old and raiden got buff,ham
T1253,train,1552,He says hi and to get your ass back to south tampa (preferably at a kegger),ham
T1254,train,1553,In e msg jus now. U said thanks for gift.,ham
T1255,train,1554,U too...,ham
T1256,train,1555,Ok how you dear. Did you call chechi,ham
T1257,train,1556,Yeah we do totes. When u wanna?,ham
T1258,train,1557,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham
H0300,heldout,1558,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham
T1259,train,1559,Wat r u doing?,ham
H0301,heldout,1560,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham
T1260,train,1561,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham
T1261,train,1562,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham
H0302,heldout,1563,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham
H0303,heldout,1564,Dude just saw a parked car with its sunroof popped up. Sux,ham
H0304,heldout,1565,Get ready to put on your excellent sub face :),ham
H0305,heldout,1566,Tmrw. Im finishing 9 doors,ham
T1262,train,1567,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham
T1263,train,1568,I am late. I will be there at,ham
T1264,train,1569,"whatever, im pretty pissed off.",ham
T1265,train,1570,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
T1266,train,1571,I dont have that much image in class.,ham
T1267,train,1572,No:-)i got rumour that you going to buy apartment in chennai:-),ham
T1268,train,1573,Near kalainar tv office.thenampet,ham
T1269,train,1574,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam
T1270,train,1575,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam
H0306,heldout,1576,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham
H0307,heldout,1577,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham
H0308,heldout,1578,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham
T1271,train,1579,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham
T1272,train,1580,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham
H0309,heldout,1581,"Why is that, princess? I bet the brothas are all chasing you!",ham
T1273,train,1582,"I shall book chez jules for half eight, if that's ok with you?",ham
T1274,train,1583,Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham
T1275,train,1584,"Yep, at derek's house now, see you Sunday &lt;3",ham
T1276,train,1585,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham
T1277,train,1586,"Sorry, I'll call later",ham
T1278,train,1587,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham
H0310,heldout,1588,There are no other charges after transfer charges and you can withdraw anyhow you like,ham
T1279,train,1589,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham
T1280,train,1590,At 4. Let's go to bill millers,ham
T1281,train,1591,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham
T1282,train,1592,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham
T1283,train,1593,That's my honeymoon outfit. :),ham
T1284,train,1594,Will it help if we propose going back again tomorrow,ham
T1285,train,1595,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam
T1286,train,1596,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
T1287,train,1597,Pls confirm the time to collect the cheque.,ham
T1288,train,1598,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam
H0311,heldout,1599,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
T1289,train,1600,Daddy will take good care of you :),ham
T1290,train,1601,"Yeah probably, I still gotta check out with leo",ham
T1291,train,1602,K.then any other special?,ham
H0312,heldout,1603,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham
T1292,train,1604,Ok pa. Nothing problem:-),ham
H0313,heldout,1605,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,ham
T1293,train,1606,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham
T1294,train,1607,When you came to hostel.,ham
H0314,heldout,1608,Ok no prob... I'll come after lunch then...,ham
T1295,train,1609,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham
T1296,train,1610,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham
T1297,train,1611,You all ready for * big day tomorrow?,ham
T1298,train,1612,I'll probably be around mu a lot,ham
T1299,train,1613,645,ham
H0315,heldout,1614,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
T1300,train,1615,Thnx dude. u guys out 2nite?,ham
T1301,train,1616,Me sef dey laugh you. Meanwhile how's my darling anjie!,ham
T1302,train,1617,Mm i had my food da from out,ham
T1303,train,1618,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham
T1304,train,1619,Did u download the fring app?,ham
T1305,train,1620,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham
T1306,train,1621,Friends that u can stay on fb chat with,ham
T1307,train,1622,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",ham
T1308,train,1623,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham
H0316,heldout,1624,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
T1309,train,1625,"Ah, well that confuses things, doesn‘t it?",ham
T1310,train,1626,500 free text msgs. Just text ok to 80488 and we'll credit your account,spam
T1311,train,1627,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
T1312,train,1628,Dear how you. Are you ok?,ham
T1313,train,1629,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam
H0317,heldout,1630,Yes princess! I want to make you happy...,ham
T1314,train,1631,Sounds like you have many talents! would you like to go on a dinner date next week?,ham
T1315,train,1632,I am going to film 2day da. At 6pm. Sorry da.,ham
T1316,train,1633,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham
T1317,train,1634,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham
T1318,train,1635,Yesterday its with me only . Now am going home.,ham
T1319,train,1636,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
T1320,train,1637,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham
T1321,train,1638,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham
T1322,train,1639,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",spam
T1323,train,1640,Great comedy..cant stop laughing da:),ham
H0318,heldout,1641,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
T1324,train,1642,"Alright, we're all set here, text the man",ham
T1325,train,1643,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham
T1326,train,1644,Sleeping nt feeling well,ham
T1327,train,1645,U WILL SWITCH YOUR FONE ON DAMMIT!!,ham
H0319,heldout,1646,India have to take lead:),ham
T1328,train,1647,I.ll post her out l8r. In class,ham
H0320,heldout,1648,Thts wat Wright Brother did to fly..,ham
H0321,heldout,1649,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham
T1329,train,1650,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham
H0322,heldout,1651,ITS A LAPTOP TAKE IT WITH YOU.,ham
T1330,train,1652,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
T1331,train,1653,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,ham
T1332,train,1654,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
T1333,train,1655,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,ham
T1334,train,1656,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
T1335,train,1657,At 7 we will go ok na.,ham
H0323,heldout,1658,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham
T1336,train,1659,S:-)if we have one good partnership going we will take lead:),ham
T1337,train,1660,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam
H0324,heldout,1661,"Yeah, where's your class at?",ham
H0325,heldout,1662,No just send to you. Bec you in temple na.,ham
H0326,heldout,1663,"You aren't coming home between class, right? I need to work out and shower!",ham
T1338,train,1664,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
T1339,train,1665,S but mostly not like that.,ham
H0327,heldout,1666,Ü v ma fan...,ham
T1340,train,1667,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham
T1341,train,1668,Guess who spent all last night phasing in and out of the fourth dimension,ham
T1342,train,1669,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham
H0328,heldout,1670,"Yes..but they said its IT.,",ham
T1343,train,1671,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham
T1344,train,1672,Lmao!nice 1,ham
T1345,train,1673,Glad to see your reply.,ham
H0329,heldout,1674,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam
H0330,heldout,1675,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam
T1346,train,1676,Nah dub but je still buff,ham
T1347,train,1677,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham
T1348,train,1678,"Yeah, that's fine! It's £6 to get in, is that ok? ",ham
H0331,heldout,1679,Lol where do u come up with these ideas?,ham
T1349,train,1680,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
H0332,heldout,1681,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
T1350,train,1682,Okay... We wait ah,ham
T1351,train,1683,Y lei?,ham
H0333,heldout,1684,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham
T1352,train,1685,Already am squatting is the new way of walking,ham
T1353,train,1686,Do you want bold 2 or bb torch,ham
T1354,train,1687,Cramps stopped. Going back to sleep,ham
T1355,train,1688,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam
T1356,train,1689,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
H0334,heldout,1690,Nan sonathaya soladha. Why boss?,ham
H0335,heldout,1691,Bring tat cd don forget,ham
T1357,train,1692,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
T1358,train,1693,I don't know but I'm raping dudes at poker,ham
H0336,heldout,1694,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham
T1359,train,1695,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham
H0337,heldout,1696,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,ham
T1360,train,1697,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham
T1361,train,1698,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
T1362,train,1699,Hai priya are you right. What doctor said pa. Where are you.,ham
T1363,train,1700,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam
T1364,train,1701,Ok...,ham
T1365,train,1702,Please ask mummy to call father,ham
T1366,train,1703,Can come my room but cannot come my house cos my house still messy... Haha...,ham
T1367,train,1704,I have lost 10 kilos as of today!,ham
T1368,train,1705,Just taste fish curry :-P,ham
T1369,train,1706,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham
T1370,train,1707,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham
