case_id,match_type,heldout_id,train_id,heldout_label,train_label,label_conflict,heldout_uci_row_number,train_uci_row_number,cluster_id,pair_id,word_cosine,char_cosine,max_cosine,review_decision,review_category,confidence,heldout_text,train_text,source_script,method_version
L_NEAR_N0033,near_reviewed_accepted,H0738,T0218,spam,spam,False,3802,260,,N0033,0.9822537008303592,0.9957873344954142,0.9957873344954142,accepted,same_spam_campaign_template,high,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0351,near_reviewed_accepted,H0765,T2328,spam,spam,False,3892,2898,,N0351,0.954780867402152,0.9372056186406188,0.954780867402152,accepted,same_spam_campaign_template,high,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0260,near_reviewed_accepted,H0767,T1548,spam,spam,False,3898,1930,,N0260,0.9804405165275172,0.9307880461228616,0.9804405165275172,accepted,same_spam_campaign_template,high,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0087,near_reviewed_accepted,H0778,T0484,spam,spam,False,3964,593,,N0087,0.9764913119777406,0.955268689850575,0.9764913119777406,accepted,same_spam_campaign_template,high,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0133,near_reviewed_accepted,H0804,T0710,spam,spam,False,4105,880,,N0133,0.9372936846687971,0.921766981064534,0.9372936846687971,accepted,same_spam_campaign_template,high,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0422,near_reviewed_accepted,H0805,T4223,spam,spam,False,4113,5281,,N0422,0.8527895600207034,0.9269514714249442,0.9269514714249442,accepted,same_spam_campaign_template,high,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0262,near_reviewed_accepted,H0815,T1558,spam,spam,False,4155,1943,,N0262,0.8580915647424027,0.9232009124035072,0.9232009124035072,accepted,same_spam_campaign_template,high,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0423,near_reviewed_accepted,H0815,T3462,spam,spam,False,4155,4300,,N0423,0.8580915647424027,0.9232009124035072,0.9232009124035072,accepted,same_spam_campaign_template,high,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0116,near_reviewed_accepted,H0821,T0650,spam,spam,False,4199,804,,N0116,0.8345198806522724,0.925431904802045,0.925431904802045,accepted,same_spam_campaign_template,high,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0427,near_reviewed_accepted,H0821,T4113,spam,spam,False,4199,5144,,N0427,0.8345198806522724,0.925431904802045,0.925431904802045,accepted,same_spam_campaign_template,high,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0093,near_reviewed_accepted,H0853,T0501,ham,ham,False,4345,613,,N0093,0.9744422997708552,0.9703310734909116,0.9744422997708552,accepted,minor_personalization_change,medium,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0398,near_reviewed_accepted,H0867,T2901,spam,spam,False,4387,3596,,N0398,0.9777924515208064,0.9854838705662544,0.9854838705662544,accepted,same_spam_campaign_template,high,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0434,near_reviewed_accepted,H0908,T4439,spam,spam,False,4579,5550,,N0434,1.000000000000001,0.982865106683194,1.000000000000001,accepted,same_spam_campaign_template,high,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0017,near_reviewed_accepted,H0926,T0133,ham,ham,False,4676,158,,N0017,1.0,0.8398264912450958,1.0,accepted,minor_personalization_change,medium,I'm leaving my house now.,I'm leaving my house now...,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0124,near_reviewed_accepted,H0940,T0677,ham,ham,False,4735,837,,N0124,0.9515864571237396,0.8558661771111274,0.9515864571237396,accepted,minor_personalization_change,medium,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear........... Have a great &amp; successful day.,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0377,near_reviewed_accepted,H0940,T2608,ham,ham,False,4735,3244,,N0377,0.9515864571237396,0.8558661771111274,0.9515864571237396,accepted,minor_personalization_change,medium,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Good Morning my Dear........... Have a great &amp; successful day.,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0156,near_reviewed_accepted,H0945,T0885,spam,spam,False,4760,1092,,N0156,0.9917365624949894,0.9518672494859892,0.9917365624949894,accepted,same_spam_campaign_template,high,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0439,near_reviewed_accepted,H0945,T4223,spam,spam,False,4760,5281,,N0439,0.9388886840529624,0.9728453920259112,0.9728453920259112,accepted,same_spam_campaign_template,high,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0380,near_reviewed_accepted,H0959,T2628,ham,ham,False,4826,3268,,N0380,0.9588003813304682,0.8053807196049654,0.9588003813304682,accepted,minor_personalization_change,medium,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0018,near_reviewed_accepted,H0973,T0140,spam,spam,False,4878,165,,N0018,0.9217824646544376,0.7092141069309832,0.9217824646544376,accepted,same_spam_campaign_template,high,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0444,near_reviewed_accepted,H0973,T4035,spam,spam,False,4878,5042,,N0444,0.9657474259165536,0.7297035910161568,0.9657474259165536,accepted,same_spam_campaign_template,high,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0375,near_reviewed_accepted,H0988,T2590,spam,spam,False,4968,3218,,N0375,0.95035746613753,0.8316071997815909,0.95035746613753,accepted,same_spam_campaign_template,high,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0217,near_reviewed_accepted,H1003,T1269,spam,spam,False,5028,1574,,N0217,0.9716129274751936,0.961204441582854,0.9716129274751936,accepted,same_spam_campaign_template,high,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0263,near_reviewed_accepted,H1030,T1558,spam,spam,False,5140,1943,,N0263,0.8278506454856194,0.9332448364321472,0.9332448364321472,accepted,same_spam_campaign_template,high,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0431,near_reviewed_accepted,H1030,T3462,spam,spam,False,5140,4300,,N0431,0.8278506454856194,0.9332448364321472,0.9332448364321472,accepted,same_spam_campaign_template,high,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0264,near_reviewed_accepted,H1038,T1558,spam,spam,False,5204,1943,,N0264,0.8278506454856194,0.9332448364321472,0.9332448364321472,accepted,same_spam_campaign_template,high,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0432,near_reviewed_accepted,H1038,T3462,spam,spam,False,5204,4300,,N0432,0.8278506454856194,0.9332448364321472,0.9332448364321472,accepted,same_spam_campaign_template,high,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0406,near_reviewed_accepted,H1063,T3075,spam,spam,False,5297,3820,,N0406,0.9652591568715388,0.7327372600685135,0.9652591568715388,accepted,same_spam_campaign_template,high,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0440,near_reviewed_accepted,H1090,T3844,spam,spam,False,5430,4799,,N0440,0.9296198266601192,0.7040906822305676,0.9296198266601192,accepted,same_spam_campaign_template,high,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,scripts/audit_leakage.py,leakage-audit-v1.1
L_NEAR_N0086,near_reviewed_accepted,H1108,T0435,spam,spam,False,5529,532,,N0086,0.9301352272921812,0.8961761991887601,0.9301352272921812,accepted,same_spam_campaign_template,high,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,scripts/audit_leakage.py,leakage-audit-v1.1
