id,split,uci_row_number,label,text,word_p_spam,word_pred,char_p_spam,char_pred,prediction_source,mean_p_spam,opposite_model_score,word_model_opposes,char_model_opposes,models_agree_opposite,opposite_neighbor_fraction,closest_opposite_id,closest_opposite_label,closest_opposite_similarity,neighbor_signal_opposes,automated_signal_count,neighbor_ids,neighbor_labels,neighbor_similarities
H0251,heldout,1303,ham,I tot u reach liao. He said t-shirt.,0.0140243456493508,ham,0.0132889952024297,ham,fit-all-train,0.01365667042589025,0.01365667042589025,False,False,False,0.0,,,0.0,False,0,T1825|T3777|H0800|T1810|H0200,ham|ham|ham|ham|ham,0.3390|0.3078|0.2484|0.2168|0.2154
T1053,train,1304,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0.0303150705619441,ham,0.0285138938986736,ham,5-fold-oof,0.029414482230308847,0.029414482230308847,False,False,False,0.0,,,0.0,False,0,T1516|T3830|T4323|T3760|T4451,ham|ham|ham|ham|ham,0.2402|0.2211|0.2080|0.1974|0.1870
H0252,heldout,1305,ham,I cant pick the phone right now. Pls send a message,0.118573823258511,ham,0.1096342429997099,ham,fit-all-train,0.11410403312911045,0.11410403312911045,False,False,False,0.0,,,0.0,False,0,H0518|H1079|H0791|H0347|H0459,ham|ham|ham|ham|ham,1.0000|1.0000|1.0000|1.0000|1.0000
T1054,train,1306,ham,Your right! I'll make the appointment right now.,0.0429519574630323,ham,0.0181339610578875,ham,5-fold-oof,0.030542959260459898,0.030542959260459898,False,False,False,0.0,,,0.0,False,0,T0616|T1499|T3353|T4422|T2927,ham|ham|ham|ham|ham,0.5380|0.3114|0.3062|0.3036|0.2944
H0253,heldout,1307,ham,Designation is software developer and may be she get chennai:),0.022495328688882,ham,0.0363343042192566,ham,fit-all-train,0.0294148164540693,0.0294148164540693,False,False,False,0.0,,,0.0,False,0,T3744|T3616|T4210|T0955|T3726,ham|ham|ham|ham|ham,0.3250|0.2648|0.2527|0.2459|0.2347
T1055,train,1308,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,0.9194252616331698,spam,0.8109953210723962,spam,5-fold-oof,0.865210291352783,0.13478970864721695,False,False,False,0.0,,,0.0,False,0,T4037|H0315|T2296|H0509|T3864,spam|spam|spam|spam|spam,0.3408|0.2997|0.2650|0.1613|0.1503
T1056,train,1309,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",0.8795999877416126,spam,0.9221269066033856,spam,5-fold-oof,0.9008634471724991,0.09913655282750089,False,False,False,0.0,,,0.0,False,0,T4093|T3055|T3379|T0421|T3419,spam|spam|spam|spam|spam,0.9904|0.6715|0.6715|0.2285|0.2108
T1057,train,1310,ham,I jokin oni lar.. Ü busy then i wun disturb ü.,0.0215970092787653,ham,0.0107456298899783,ham,5-fold-oof,0.0161713195843718,0.0161713195843718,False,False,False,0.0,,,0.0,False,0,T0002|H0343|T4051|T2695|T1249,ham|ham|ham|ham|ham,0.3390|0.3215|0.2850|0.2794|0.2653
T1058,train,1311,ham,"Ok, be careful ! Don't text and drive !",0.0706067517202631,ham,0.0928191655092615,ham,5-fold-oof,0.0817129586147623,0.0817129586147623,False,False,False,0.0,,,0.0,False,0,T0857|T3529|T3298|T3232|H0994,ham|ham|ham|ham|ham,0.3133|0.2594|0.2305|0.2284|0.2190
T1059,train,1312,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0.0077021051788844,ham,0.0068452966757437,ham,5-fold-oof,0.00727370092731405,0.00727370092731405,False,False,False,0.0,,,0.0,False,0,T1204|T2532|T1666|T0655|T2790,ham|ham|ham|ham|ham,0.3480|0.3135|0.2626|0.2484|0.2451
T1060,train,1313,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0.0226836097068066,ham,0.0181817488128153,ham,5-fold-oof,0.02043267925981095,0.02043267925981095,False,False,False,0.0,,,0.0,False,0,T1793|H0650|T1306|T1379|T1173,ham|ham|ham|ham|ham,0.2174|0.2121|0.1970|0.1951|0.1951
H0254,heldout,1314,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0.0969815847671666,ham,0.0573477116846571,ham,fit-all-train,0.07716464822591185,0.07716464822591185,False,False,False,0.0,,,0.0,False,0,T2337|T3316|T4329|T1343|T3817,ham|ham|ham|ham|ham,0.3001|0.2787|0.2681|0.1976|0.1927
T1061,train,1315,ham,How abt making some of the pics bigger?,0.0407664031711561,ham,0.027476268342862,ham,5-fold-oof,0.034121335757009055,0.034121335757009055,False,False,False,0.0,,,0.0,False,0,T1636|H1105|T1138|T0952|T1104,ham|ham|ham|ham|ham,0.3352|0.2498|0.2284|0.2027|0.1951
T1062,train,1316,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0.0085610218429595,ham,0.0124008944440082,ham,5-fold-oof,0.01048095814348385,0.01048095814348385,False,False,False,0.0,,,0.0,False,0,T1860|T4376|T1937|T1664|T3087,ham|ham|ham|ham|ham,0.2673|0.2673|0.2280|0.2213|0.2166
T1063,train,1317,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0.0220379477809621,ham,0.0158963851700852,ham,5-fold-oof,0.01896716647552365,0.01896716647552365,False,False,False,0.0,,,0.0,False,0,T2953|H1001|T4343|T0440|T1502,ham|ham|ham|ham|ham,0.2123|0.1679|0.1662|0.1482|0.1466
H0255,heldout,1318,ham,Why nothing. Ok anyway give me treat,0.0101087209824878,ham,0.0091377108836646,ham,fit-all-train,0.0096232159330762,0.0096232159330762,False,False,False,0.0,,,0.0,False,0,H0936|T2205|T0475|T3221|T0883,ham|ham|ham|ham|ham,0.3776|0.3680|0.3225|0.2932|0.2679
T1064,train,1319,spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0.5867875521854573,spam,0.667959811155193,spam,5-fold-oof,0.6273736816703251,0.37262631832967485,False,False,False,0.8282315123568454,T0114,ham,0.36775716051299434,True,1,T0114|H0117|H0749|H0395|T1073,ham|ham|ham|ham|spam,0.3678|0.2143|0.2143|0.2143|0.2096
T1065,train,1320,ham,Ok...,0.0055468182153466,ham,0.0059982896428868,ham,5-fold-oof,0.0057725539291167,0.0057725539291167,False,False,False,0.0,,,0.0,False,0,T1065|T1364|T2539|T2017|T2137,ham|ham|ham|ham|ham,1.0000|1.0000|1.0000|1.0000|1.0000
T1066,train,1321,ham,Correct. So how was work today,0.0106042031874802,ham,0.022663118376305,ham,5-fold-oof,0.0166336607818926,0.0166336607818926,False,False,False,0.1664297739010931,T0047,spam,0.27261534336886006,False,0,T2583|T2456|H0826|T0047|T1688,ham|ham|ham|spam|ham,0.4137|0.3822|0.3153|0.2726|0.2543
T1067,train,1322,ham,"Just sent again. Do you scream and moan in bed, princess?",0.0177544627099651,ham,0.0314284464470285,ham,5-fold-oof,0.0245914545784968,0.0245914545784968,False,False,False,0.0,,,0.0,False,0,T1742|T0389|T0722|H1059|T2300,ham|ham|ham|ham|ham,0.4853|0.4739|0.4592|0.4256|0.4212
T1068,train,1323,ham,"I wake up long ago already... Dunno, what other thing?",0.0135336516050243,ham,0.0040292792208628,ham,5-fold-oof,0.00878146541294355,0.00878146541294355,False,False,False,0.0,,,0.0,False,0,H0594|T3988|T4089|T3251|T3116,ham|ham|ham|ham|ham,0.3543|0.3538|0.3305|0.3249|0.2996
T1069,train,1324,ham,Oh just getting even with u.... u?,0.0563483944853619,ham,0.0211984199585816,ham,5-fold-oof,0.03877340722197175,0.03877340722197175,False,False,False,0.0,,,0.0,False,0,T3536|H0505|H0238|H0968|T1786,ham|ham|ham|ham|ham,0.4552|0.3055|0.2933|0.2739|0.2721
H0256,heldout,1325,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,0.036062255596111,ham,0.0246767508362224,ham,fit-all-train,0.0303695032161667,0.0303695032161667,False,False,False,0.0,,,0.0,False,0,T2947|T3322|T2000|T2222|T4246,ham|ham|ham|ham|ham,0.2507|0.2101|0.2101|0.2101|0.2046
T1070,train,1326,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0.0866179770689882,ham,0.1040078266959712,ham,5-fold-oof,0.0953129018824797,0.0953129018824797,False,False,False,0.0,,,0.0,False,0,T1909|T4041|T0074|T1011|T1076,ham|ham|ham|ham|ham,0.2414|0.2145|0.2043|0.2043|0.2019
T1071,train,1327,ham,Yeah jay's sort of a fucking retard,0.0317427934790415,ham,0.0176340382611357,ham,5-fold-oof,0.0246884158700886,0.0246884158700886,False,False,False,0.0,,,0.0,False,0,T0796|T3706|T0687|T0854|T3288,ham|ham|ham|ham|ham,0.2642|0.2626|0.2543|0.2299|0.2251
T1072,train,1328,ham,"Sorry, was in the bathroom, sup",0.0119458346196151,ham,0.0070188693818258,ham,5-fold-oof,0.00948235200072045,0.00948235200072045,False,False,False,0.0,,,0.0,False,0,T3684|T0367|T1965|T1194|T0569,ham|ham|ham|ham|ham,0.4454|0.3399|0.3399|0.3399|0.3399
T1073,train,1329,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,0.7049392241243948,spam,0.5940618771036024,spam,5-fold-oof,0.6495005506139986,0.3504994493860014,False,False,False,0.7739418833545944,T0114,ham,0.4149229131201102,True,1,T0114|T3511|H0749|H0117|H0395,ham|spam|ham|ham|ham,0.4149|0.4095|0.3290|0.3290|0.3290
H0257,heldout,1330,ham,My exam is for february 4. Wish you a great day.,0.0203831436248825,ham,0.0159569862863363,ham,fit-all-train,0.0181700649556094,0.0181700649556094,False,False,False,0.0,,,0.0,False,0,T2131|T1553|T3734|T0262|H0415,ham|ham|ham|ham|ham,0.3007|0.2925|0.2925|0.2907|0.2661
T1074,train,1331,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0.0168654253936135,ham,0.0280418214991305,ham,5-fold-oof,0.022453623446372,0.022453623446372,False,False,False,0.0,,,0.0,False,0,T1225|T0878|T4125|T0314|T2926,ham|ham|ham|ham|ham,0.5095|0.3243|0.3159|0.3051|0.2931
T1075,train,1332,ham,"Aight no rush, I'll ask jay",0.0149298768709561,ham,0.0072825776976045,ham,5-fold-oof,0.0111062272842803,0.0111062272842803,False,False,False,0.0,,,0.0,False,0,T1640|H0356|T1502|T3214|T0091,ham|ham|ham|ham|ham,0.3527|0.3467|0.3313|0.3160|0.2978
T1076,train,1333,ham,Good Morning plz call me sir,0.0186940482229377,ham,0.0145092545237175,ham,5-fold-oof,0.0166016513733276,0.0166016513733276,False,False,False,0.0,,,0.0,False,0,T3036|T0194|T0322|T2650|H0219,ham|ham|ham|ham|ham,0.4830|0.4803|0.4061|0.3863|0.3765
T1077,train,1334,ham,It's ok lar. U sleep early too... Nite...,0.0068277061337337,ham,0.0071643434817707,ham,5-fold-oof,0.0069960248077522,0.0069960248077522,False,False,False,0.0,,,0.0,False,0,T1954|T2828|T1255|H0574|H0478,ham|ham|ham|ham|ham,0.5396|0.5023|0.4811|0.4456|0.3533
T1078,train,1335,ham,"Oh... Icic... K lor, den meet other day...",0.0125869985592202,ham,0.0063572006171934,ham,5-fold-oof,0.0094720995882068,0.0094720995882068,False,False,False,0.0,,,0.0,False,0,T1924|T1645|T4101|T1628|T1373,ham|ham|ham|ham|ham,0.3284|0.3111|0.3005|0.2862|0.2771
H0258,heldout,1336,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0.0165101646175319,ham,0.0174000936975414,ham,fit-all-train,0.01695512915753665,0.01695512915753665,False,False,False,0.0,,,0.0,False,0,T1025|T2415|H0970|T3605|T3915,ham|ham|ham|ham|ham,0.2369|0.2369|0.2303|0.2274|0.2107
T1079,train,1337,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0.2138644958643431,ham,0.0388283021852322,ham,5-fold-oof,0.12634639902478767,0.12634639902478767,False,False,False,0.0,,,0.0,False,0,T2709|T1919|T0532|T2641|T3536,ham|ham|ham|ham|ham,0.1969|0.1969|0.1926|0.1893|0.1892
T1080,train,1338,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0.0363416886428205,ham,0.0206056285070211,ham,5-fold-oof,0.0284736585749208,0.0284736585749208,False,False,False,0.0,,,0.0,False,0,H0312|T0287|T4278|T3466|T0151,ham|ham|ham|ham|ham,0.3000|0.2831|0.2348|0.2287|0.2090
H0259,heldout,1339,ham,Then she buying today? Ü no need to c meh...,0.0155883331930516,ham,0.0082606745756474,ham,fit-all-train,0.0119245038843495,0.0119245038843495,False,False,False,0.0,,,0.0,False,0,T3859|T0405|T2745|T3992|T3240,ham|ham|ham|ham|ham,0.4603|0.4078|0.3331|0.3323|0.3295
T1081,train,1340,ham,Aight sorry I take ten years to shower. What's the plan?,0.0205175893132924,ham,0.0097973770327796,ham,5-fold-oof,0.015157483173036002,0.015157483173036002,False,False,False,0.0,,,0.0,False,0,T3684|T2244|T3525|T4140|T2438,ham|ham|ham|ham|ham,0.3574|0.3369|0.3224|0.2916|0.2861
T1082,train,1341,ham,Every monday..nxt week vl be completing..,0.0709194937663821,ham,0.0417792801931174,ham,5-fold-oof,0.05634938697974975,0.05634938697974975,False,False,False,0.0,,,0.0,False,0,T2860|T0609|T0406|T3830|T4341,ham|ham|ham|ham|ham,0.2758|0.2471|0.2445|0.2259|0.2080
T1083,train,1342,ham,Might ax well im there.,0.0139909159900951,ham,0.007782937740064,ham,5-fold-oof,0.01088692686507955,0.01088692686507955,False,False,False,0.0,,,0.0,False,0,T2238|T0231|H0504|T0117|T0425,ham|ham|ham|ham|ham,0.4628|0.3645|0.3259|0.3213|0.3099
H0260,heldout,1343,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0.011952143975155,ham,0.0247644770279044,ham,fit-all-train,0.018358310501529702,0.018358310501529702,False,False,False,0.0,,,0.0,False,0,T2448|T3729|H0391|T4190|T4428,ham|ham|ham|ham|ham,0.2734|0.1984|0.1891|0.1856|0.1729
T1084,train,1344,ham,Yeah I'll try to scrounge something up,0.0187224501843974,ham,0.0069263721035519,ham,5-fold-oof,0.01282441114397465,0.01282441114397465,False,False,False,0.0,,,0.0,False,0,H0097|T3736|T3652|H0874|T2883,ham|ham|ham|ham|ham,0.4844|0.4140|0.3840|0.3037|0.2677
T1085,train,1345,ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0.00515602927249,ham,0.0060983199965516,ham,5-fold-oof,0.0056271746345208,0.0056271746345208,False,False,False,0.0,,,0.0,False,0,H0419|T3815|T0505|T2496|T1339,ham|ham|ham|ham|ham,0.2175|0.1858|0.1834|0.1818|0.1817
H0261,heldout,1346,ham,Were somewhere on Fredericksburg,0.0665289098786542,ham,0.0405669264575049,ham,fit-all-train,0.05354791816807955,0.05354791816807955,False,False,False,0.0,,,0.0,False,0,T2427|T3222|T1135|T1133|T0777,ham|ham|ham|ham|ham,0.3477|0.2611|0.2611|0.2464|0.2423
H0262,heldout,1347,ham,Que pases un buen tiempo or something like that,0.0280290882461566,ham,0.0104800497209982,ham,fit-all-train,0.0192545689835774,0.0192545689835774,False,False,False,0.0,,,0.0,False,0,T1215|T3652|H0874|T3736|T4283,ham|ham|ham|ham|ham,0.3810|0.3699|0.3523|0.3508|0.3159
T1086,train,1348,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0.0156482651424079,ham,0.0084156019445481,ham,5-fold-oof,0.012031933543478,0.012031933543478,False,False,False,0.0,,,0.0,False,0,T3392|T1326|T0174|H0960|T2070,ham|ham|ham|ham|ham,0.2749|0.2702|0.2454|0.2447|0.2286
T1087,train,1349,ham,She doesnt need any test.,0.0173499884734379,ham,0.0161633257646446,ham,5-fold-oof,0.01675665711904125,0.01675665711904125,False,False,False,0.0,,,0.0,False,0,T0154|T0539|T4383|T3884|H0417,ham|ham|ham|ham|ham,0.3953|0.3028|0.2753|0.2443|0.2196
T1088,train,1350,ham,"Nothing much, chillin at home. Any super bowl plan?",0.0145340067552435,ham,0.0176162129896835,ham,5-fold-oof,0.0160751098724635,0.0160751098724635,False,False,False,0.0,,,0.0,False,0,T0112|H0438|T0883|T3416|T2774,ham|ham|ham|ham|ham,0.2418|0.2206|0.2118|0.2041|0.1992
T1089,train,1351,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",0.751789321741355,spam,0.7356558288694848,spam,5-fold-oof,0.74372257530542,0.25627742469458004,False,False,False,0.34955619198929905,T2910,ham,0.12894057665519498,False,0,T0966|T2910|T0919|T3449|T1638,spam|ham|spam|ham|ham,0.5490|0.1289|0.1266|0.1199|0.1143
H0263,heldout,1352,ham,Bugis oso near wat... ,0.0210460755158984,ham,0.0144135533862461,ham,fit-all-train,0.017729814451072252,0.017729814451072252,False,False,False,0.0,,,0.0,False,0,T1333|T2165|T0001|T1044|T1777,ham|ham|ham|ham|ham,0.4192|0.4003|0.3429|0.3036|0.2556
H0264,heldout,1353,ham,Yo theres no class tmrw right?,0.0226866670935326,ham,0.0212203450652798,ham,fit-all-train,0.0219535060794062,0.0219535060794062,False,False,False,0.0,,,0.0,False,0,H0227|H0442|T2676|T1748|H0326,ham|ham|ham|ham|ham,0.4240|0.3256|0.2931|0.2883|0.2703
T1090,train,1354,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0.1058263982306787,ham,0.0930843086906351,ham,5-fold-oof,0.0994553534606569,0.0994553534606569,False,False,False,0.0,,,0.0,False,0,T4043|H0763|H0754|T2663|T2825,ham|ham|ham|ham|ham,0.2558|0.2125|0.2125|0.1643|0.1422
T1091,train,1355,ham,"Goodnight, sleep well da please take care pa. Please.",0.0122072864201597,ham,0.0083072415223354,ham,5-fold-oof,0.01025726397124755,0.01025726397124755,False,False,False,0.0,,,0.0,False,0,T2852|T3406|T3006|T0495|T4308,ham|ham|ham|ham|ham,0.3258|0.3258|0.3258|0.3152|0.3044
T1092,train,1356,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0.0173985617714174,ham,0.0099108833734136,ham,5-fold-oof,0.013654722572415498,0.013654722572415498,False,False,False,0.0,,,0.0,False,0,T3527|T3568|H0227|T0280|T0062,ham|ham|ham|ham|ham,0.5118|0.2954|0.2684|0.2594|0.2492
T1093,train,1357,ham,Convey my regards to him,0.0279887820677805,ham,0.0312321511756923,ham,5-fold-oof,0.0296104666217364,0.0296104666217364,False,False,False,0.0,,,0.0,False,0,H0998|T1752|T3347|T4143|T1767,ham|ham|ham|ham|ham,0.4708|0.2791|0.1973|0.1942|0.1942
T1094,train,1358,ham,U ned to convince him tht its not possible witot hurting his feeling its the main,0.013973551840368,ham,0.0162531922443467,ham,5-fold-oof,0.01511337204235735,0.01511337204235735,False,False,False,0.0,,,0.0,False,0,T3615|T2965|T1169|T4023|T0732,ham|ham|ham|ham|ham,0.3040|0.3040|0.3040|0.2920|0.2868
T1095,train,1359,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0.0200158563178443,ham,0.010843901977428,ham,5-fold-oof,0.01542987914763615,0.01542987914763615,False,False,False,0.0,,,0.0,False,0,H0098|T1746|T0302|T4398|H0293,ham|ham|ham|ham|ham,0.4621|0.4065|0.3902|0.3826|0.3582
T1096,train,1360,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0.0429123096479104,ham,0.0511306111171833,ham,5-fold-oof,0.04702146038254685,0.04702146038254685,False,False,False,0.0,,,0.0,False,0,T1643|T3662|T1353|T2919|T3774,ham|ham|ham|ham|ham,0.4344|0.2666|0.2361|0.2174|0.2017
T1097,train,1361,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0.0314165175816894,ham,0.0210449107535374,ham,5-fold-oof,0.0262307141676134,0.0262307141676134,False,False,False,0.0,,,0.0,False,0,H0812|T3695|T1211|T2567|T0171,ham|ham|ham|ham|ham,0.2836|0.2782|0.2723|0.2703|0.2673
H0265,heldout,1362,ham,Yo dude guess who just got arrested the other day,0.0367647594596217,ham,0.0323617388477343,ham,fit-all-train,0.034563249153678005,0.034563249153678005,False,False,False,0.0,,,0.0,False,0,H0190|H0747|T2732|H1005|H0880,ham|ham|ham|ham|ham,0.3179|0.2848|0.2664|0.2566|0.2349
T1098,train,1363,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0.0302124840145683,ham,0.0235366032454927,ham,5-fold-oof,0.0268745436300305,0.0268745436300305,False,False,False,0.0,,,0.0,False,0,T2576|T0777|T1972|T0200|T3037,ham|ham|ham|ham|ham,0.3299|0.2804|0.2649|0.2303|0.2007
T1099,train,1364,ham,What does the dance river do?,0.0127520269588884,ham,0.0352626728655984,ham,5-fold-oof,0.0240073499122434,0.0240073499122434,False,False,False,0.0,,,0.0,False,0,T3564|T2133|T0067|T3073|H0775,ham|ham|ham|ham|ham,0.2561|0.2319|0.2250|0.2021|0.1907
T1100,train,1365,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0.0541574397899584,ham,0.0550420753757495,ham,5-fold-oof,0.054599757582853944,0.054599757582853944,False,False,False,0.0,,,0.0,False,0,T1204|T1633|T3006|T2852|T3406,ham|ham|ham|ham|ham,0.3141|0.2491|0.2428|0.2428|0.2428
T1101,train,1366,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0.041689583594151,ham,0.0106634512569984,ham,5-fold-oof,0.0261765174255747,0.0261765174255747,False,False,False,0.0,,,0.0,False,0,T0438|T3226|H0389|T1587|T3978,ham|ham|ham|ham|ham,0.2923|0.2794|0.2776|0.2735|0.2628
H0266,heldout,1367,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",0.7629018101222502,spam,0.8444811678060765,spam,fit-all-train,0.8036914889641633,0.19630851103583669,False,False,False,0.0,,,0.0,False,0,T1209|T2403|T3305|T2298|H0561,spam|spam|spam|spam|spam,0.8788|0.8788|0.8045|0.7235|0.7143
H0267,heldout,1368,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,0.081761209251956,ham,0.110795170069673,ham,fit-all-train,0.0962781896608145,0.0962781896608145,False,False,False,0.7877835872438143,H0645,spam,0.24762514081034548,False,0,T2825|H0645|T2413|T2758|T3580,ham|spam|spam|spam|spam,0.2505|0.2476|0.2394|0.2304|0.2123
T1102,train,1369,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0.0122536427569886,ham,0.0113407828883947,ham,5-fold-oof,0.01179721282269165,0.01179721282269165,False,False,False,0.0,,,0.0,False,0,T1840|T4355|T1401|T1576|H0008,ham|ham|ham|ham|ham,0.2523|0.2176|0.2091|0.1981|0.1942
T1103,train,1370,ham,Alright. I'm out--have a good night!,0.0266575972766042,ham,0.0104191357830528,ham,5-fold-oof,0.0185383665298285,0.0185383665298285,False,False,False,0.0,,,0.0,False,0,T1234|T1566|T3562|T0343|T1872,ham|ham|ham|ham|ham,0.3652|0.3413|0.3302|0.3296|0.3290
T1104,train,1371,ham,Did you try making another butt.,0.0253551305805799,ham,0.0124197181036667,ham,5-fold-oof,0.018887424342123302,0.018887424342123302,False,False,False,0.0,,,0.0,False,0,H1105|T4428|T3924|H0088|T2635,ham|ham|ham|ham|ham,0.3109|0.2983|0.2638|0.2262|0.2151
T1105,train,1372,ham,Hope you are feeling great. Pls fill me in. Abiola,0.0097368123636427,ham,0.0090166048072255,ham,5-fold-oof,0.0093767085854341,0.0093767085854341,False,False,False,0.0,,,0.0,False,0,T0561|T2477|T0036|T1553|T3734,ham|ham|ham|ham|ham,0.4006|0.3817|0.3380|0.3119|0.3119
T1106,train,1373,ham,I though we shd go out n have some fun so bar in town or something – sound ok?,0.020008481332281,ham,0.0085263678084074,ham,5-fold-oof,0.0142674245703442,0.0142674245703442,False,False,False,0.0,,,0.0,False,0,T3736|T1215|T3652|H0874|H0262,ham|ham|ham|ham|ham,0.3325|0.3194|0.3009|0.2856|0.2568
T1107,train,1374,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0.0391994169531637,ham,0.0322026760768861,ham,5-fold-oof,0.0357010465150249,0.0357010465150249,False,False,False,0.0,,,0.0,False,0,T1886|H0812|T1949|T4404|H0961,ham|ham|ham|ham|ham,0.1881|0.1805|0.1795|0.1725|0.1690
T1108,train,1375,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",0.5525485231277514,spam,0.7947356646303257,spam,5-fold-oof,0.6736420938790386,0.3263579061209614,False,False,False,0.0,,,0.0,False,0,H0875|T1023|T3320|T0739|H0736,spam|spam|spam|spam|spam,0.7003|0.4779|0.3381|0.3367|0.3347
T1109,train,1376,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",0.8237313223001488,spam,0.9534610456336428,spam,5-fold-oof,0.8885961839668958,0.11140381603310423,False,False,False,0.0,,,0.0,False,0,T0190|T3873|T2881|T0598|H1036,spam|spam|spam|spam|spam,0.9629|0.9453|0.2623|0.2595|0.2047
T1110,train,1377,ham,We're finally ready fyi,0.026287395628491,ham,0.0257697757421327,ham,5-fold-oof,0.02602858568531185,0.02602858568531185,False,False,False,0.0,,,0.0,False,0,T0964|H0525|H0917|H0345|T3444,ham|ham|ham|ham|ham,0.3524|0.3261|0.3216|0.3065|0.2916
T1111,train,1378,ham,Auntie huai juan never pick up her phone,0.0273918824911786,ham,0.036074865674418,ham,5-fold-oof,0.0317333740827983,0.0317333740827983,False,False,False,0.0,,,0.0,False,0,T2798|H1079|H0347|H0147|H0518,ham|ham|ham|ham|ham,0.3051|0.2282|0.2282|0.2282|0.2282
H0268,heldout,1379,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0.8637029987130389,spam,0.9492397699240424,spam,fit-all-train,0.9064713843185406,0.09352861568145943,False,False,False,0.0,,,0.0,False,0,H0589|H0469|H0765|T0304|T2328,spam|spam|spam|spam|spam,0.6235|0.6000|0.5925|0.5813|0.5724
